Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38
52:31.1,0.8776189,1.8753382,1.2250547,0.8559776,0.38417453,0.6920061,0.08821567,0.3924625,1.0453333,0.41691375,0.11743862,0.64475995,0.6744966,0.12801541,0.3360344,0.57419956,0.2767267,0.03788338,0.19792028,0.27986848,852.1978,862.27106,845.7509,789.34064,799.81683,0.010437012,0.245544434,0.956726074,-4.433746338,2.018737793,-0.702819824,1,2,1,1,2,71.8
52:31.6,0.8776189,1.7866495,1.025228,0.8559776,0.38417453,0.41125333,-0.0340853,0.3924625,1.0453333,0.35464406,0.27015668,0.64475995,0.6744966,0.25752407,0.2718726,0.57419956,0.2767267,0.1847429,0.15435672,0.27986848,774.43225,863.8828,838.49817,660.40295,781.28204,0.004699707,0.233520508,0.96697998,0.082244873,3.080444336,3.020629883,1,2,1,1,2,71.8
52:32.2,1.3536307,1.3025397,0.9596487,1.0649492,0.91113997,0.13810648,0.0166208,0.73372453,1.0840833,0.2388313,0.34846324,1.1575083,0.63378036,0.3017614,0.25544176,0.5175059,0.5527686,0.19453968,0.07361251,0.5869437,774.83514,850.18317,844.1392,718.8278,833.663,0.012634277,0.231506348,0.964233398,-0.1121521,3.140258789,1.614990234,1,1,1,1,1,71.8
52:32.7,1.2175512,0.076627925,0.67632645,0.96049714,0.766847,-0.10991213,0.11759645,0.5752505,1.3866576,0.16339199,0.2636999,1.3915669,0.7323383,0.41995782,0.35328296,0.56465316,0.71584266,0.24613099,0.0351408,0.6207901,937.619,854.61536,828.8278,986.77655,881.6117,0.012023926,0.221313477,0.967529297,0.672912598,2.84866333,2.878570557,1,1,1,1,1,71.8
52:33.2,1.2527043,0.00803699,0.81439364,1.1063387,0.677018,-0.3314933,0.109529935,0.48120004,1.3916304,0.15131368,0.26996738,1.3915669,0.76718986,0.46056163,0.45168453,0.5492071,0.725936,0.25521213,-0.004312887,0.57892996,848.97437,846.1539,838.49817,784.5055,819.9634,-0.001647949,0.224121094,0.967163086,1.233673096,3.237457275,2.923431396,1,1,1,1,1,71.8
52:33.7,1.0825402,0.14526321,0.71005845,1.0228643,0.33244795,-0.5008149,-0.003766703,0.19927269,1.3802791,0.089576885,-0.004236213,1.3697587,0.70494044,0.39139593,0.40953168,0.5851872,0.668256,0.21765323,-0.04824027,0.46332484,756.7033,859.85345,850.989,661.6117,751.06226,-0.00592041,0.230529785,0.963623047,1.136474609,3.00567627,2.228088379,1,1,1,1,1,71.8
52:34.2,1.0372895,0.27285868,0.7186941,0.97021,0.34607154,-0.59723336,-0.1852715,0.21784355,1.2327007,-0.090124615,0.100412324,1.1284657,0.56924367,0.25052524,0.2566511,0.55132806,0.50045544,0.103927456,-0.10244905,0.40382808,780.87915,851.39197,849.7802,725.2747,826.0073,-0.015686035,0.239746094,0.969482422,0.97946167,4.179534912,2.198181152,1,1,1,1,1,71.8
52:34.7,0.75039196,0.3643606,0.46523872,0.6779904,0.34820366,-0.51850015,-0.19444507,0.20540358,1.2271336,-0.101934634,0.1402542,1.0940809,0.6705903,0.29652858,0.35735834,0.6148732,0.54806656,0.13769202,-0.001373235,0.53671527,839.707,873.95605,821.978,886.04395,907.3993,-0.0234375,0.231750488,0.964599609,-0.366363525,3.708496094,1.420593262,1,1,1,1,1,71.8
52:35.2,0.7239885,0.34382644,0.43220398,0.5785737,0.48862696,-0.33707944,-0.044084705,0.2096524,1.1440818,0.17838903,0.2389596,1.1405457,0.847941,0.42446432,0.46364555,0.61565894,0.72253335,0.32509506,0.12438623,0.66445196,831.2454,843.73627,839.304,747.4359,818.3516,-0.036254883,0.22833252,0.965454102,0.740203857,3.843078613,1.831817627,1,1,1,1,1,71.77
52:35.7,0.7425606,0.21311161,0.3056888,0.6588236,0.5094752,-0.21879978,0.00125763,0.35807082,1.270207,0.24606505,0.24349794,1.1976733,0.85938346,0.4872364,0.53288,0.66758615,0.7827367,0.4273735,0.16684917,0.65755415,803.0403,846.55676,828.8278,693.8461,776.4469,-0.042907715,0.223815918,0.966796875,0.388793945,2.609405518,1.405639648,1,1,1,1,1,71.77
52:36.2,1.4320309,0.22668773,0.66467845,1.3746648,0.6829755,-0.20177601,0.2134536,0.61171657,1.270207,0.24995762,0.24349794,1.1990484,0.765692,0.44877285,0.45056757,0.5825473,0.69406796,0.39953166,0.14618066,0.5777321,795.78754,850.18317,840.9158,742.1978,828.022,-0.04309082,0.23046875,0.966308594,0.261688232,3.319702148,2.250518799,1,1,1,1,1,71.77
52:36.7,1.5224557,0.116486885,0.69571835,1.4987199,0.6340973,-0.26590642,0.17332686,0.6341467,1.2502075,0.20882685,0.19211558,1.1877354,0.5697276,0.32794428,0.30607522,0.51847345,0.5022443,0.2596973,0.010778587,0.41645336,800.2198,850.58606,844.94507,666.04395,768.7912,-0.051452637,0.226745605,0.964782715,0.321502686,3.020629883,1.839294434,1,1,1,1,1,71.77
52:37.2,1.5058154,0.08331905,0.6596621,1.4845341,0.55020237,-0.22807221,0.15727507,0.5074248,0.9531646,0.07696208,-0.036520746,0.95461243,0.52939963,0.13823105,0.07267389,0.3845697,0.23967324,-0.08537349,-0.23478967,0.31327975,838.49817,848.97437,853.00366,762.74725,806.6667,-0.050415039,0.227844238,0.96887207,1.084136963,3.00567627,2.601928711,1,1,1,1,1,71.77
