Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38
56:36.3,0.74310017,0.16144475,0.4292839,1.9306773,0.5249147,0.4076576,-0.29204726,0.78291595,1.3770847,0.5947268,0.059254747,1.3058754,0.7403909,-0.1611311,-0.016653249,0.5659928,0.63648546,-0.28885174,-0.2976663,0.60593814,822.7839,830.0366,832.4542,857.4359,843.73627,0.068664551,0.225952148,0.96697998,0.732727051,3.327178955,2.243041992,1,1,1,1,1,47.14
56:36.8,0.803731,0.26590133,0.4800403,1.9306773,0.6186631,0.62314665,0.15200214,0.78291595,1.4020785,0.61546785,0.013931772,1.3058754,0.8467216,-0.08453447,-0.15176211,0.5659928,0.5941792,-0.24683549,-0.27695042,0.60593814,857.4359,828.8278,826.4103,858.24176,844.1392,0.074462891,0.220581055,0.96270752,0.643005371,2.317810059,0.411224365,1,1,1,1,1,47.14
56:37.3,0.60495925,0.34932992,0.5229315,1.9306773,0.6421211,0.5407945,0.23596267,0.78291595,1.4389335,0.552475,0.038365804,1.3058754,0.9008531,-0.055275213,-0.16452937,0.5659928,0.5610406,-0.17208916,-0.24348359,0.60593814,884.43225,820.7692,828.8278,923.91943,817.5458,0.071166992,0.229064941,0.963256836,0.852355957,1.398162842,-0.897216797,1,1,1,1,1,47.14
56:37.8,0.6515489,0.37336758,0.5143322,1.9306773,0.5907918,0.41567066,0.28424242,0.78291595,1.5133289,0.2854622,0.12680173,1.3058754,0.9143439,-0.05690632,-0.11956227,0.5659928,0.5692445,-0.18373951,-0.16901264,0.60593814,815.9341,841.31866,847.3626,828.022,804.65204,0.070678711,0.227233887,0.963806152,-1.188812256,2.190704346,1.226196289,1,1,1,1,1,47.14
56:38.3,0.5479965,0.21598616,0.41389307,1.9306773,0.5078398,0.013126819,0.07524487,0.78291595,1.4746673,0.32545072,0.3312787,1.3058754,0.8038383,-0.055789623,-0.14362207,0.5659928,0.53279823,-0.28981748,-0.23523769,0.60593814,852.1978,849.7802,842.52747,756.7033,819.5604,0.075378418,0.228088379,0.965332031,1.93649292,2.98324585,3.267364502,1,1,1,1,1,47.14
56:38.8,0.6069867,0.26676938,0.40890756,1.9306773,0.472198,0.21001115,0.112104066,0.78291595,1.4726164,0.70113313,0.42620182,1.3058754,0.7637813,-0.055414867,-0.103108086,0.5659928,0.5410129,-0.5632696,-0.25455335,0.60593814,869.12085,838.0952,839.304,875.9707,854.61536,0.076293945,0.23034668,0.967590332,0.246734619,4.097290039,2.75894165,1,1,1,1,1,47.14
56:39.3,0.09758587,0.524076,0.3928489,1.3977326,0.6559785,0.47738776,0.09538622,1.077466,1.1627526,0.8856636,0.43789133,1.5105047,0.56243324,-0.06493647,-0.07271557,0.60315704,0.49257228,-0.52737916,-0.38263938,0.5428284,843.73627,826.0073,830.4396,804.65204,803.0403,0.074401855,0.227539063,0.964416504,0.403747559,3.140258789,3.499145508,1,1,1,1,1,47.14
56:39.8,0.3694525,0.5659697,0.31491333,1.3075992,0.71046287,0.5168001,0.22198227,0.9988165,1.1745366,0.8856636,0.36783352,1.5231841,1.0412716,-0.06943292,-0.017210778,0.5814357,0.63675326,-0.4541232,-0.4207615,0.5285024,784.5055,836.8865,836.4835,765.9707,792.5641,0.066711426,0.217895508,0.968078613,0.254211426,3.282318115,4.351501465,1,1,1,1,1,47.14
56:40.3,0.28788155,0.5652767,0.46181297,1.2176566,0.59813195,0.47571188,0.2279175,0.9998905,1.3342674,0.8817286,0.36626053,1.5210075,1.1180813,-0.053232312,-0.015546167,0.5551,0.7448983,-0.39745966,-0.4012507,0.5153057,838.0952,836.8865,850.58606,841.7216,833.2601,0.076171875,0.225830078,0.968811035,0.291595459,2.557067871,2.018737793,1,1,1,1,1,47.14
56:40.8,0.6224449,0.54850954,0.56660914,0.8948919,0.67241013,0.43188444,0.37913197,0.8312279,1.3442738,0.56840354,0.39646962,1.293056,1.0681494,-0.088533156,-0.010988824,0.53636634,0.793417,-0.4717159,-0.3047892,0.4667331,855.82416,820.7692,831.6484,871.13556,852.6007,0.075073242,0.215087891,0.965087891,0.149536133,2.355194092,1.644897461,1,1,1,1,1,47.13
56:41.3,0.8827755,0.6433154,0.6180894,0.8948919,0.7641702,0.52909046,0.44118184,0.8312279,1.3320321,0.65786076,0.48947507,1.293056,1.0239713,-0.18432859,0.07389529,0.53636634,0.8018352,-0.4694676,-0.15163425,0.4667331,876.77655,826.4103,833.2601,898.5348,855.0183,0.069885254,0.219360352,0.967224121,0.605621338,2.624359131,2.429962158,1,1,1,1,1,47.13
56:41.8,1.0303912,0.8150937,0.5896766,0.8948919,0.9077898,0.76001185,0.48794842,0.8312279,1.3262986,0.67289823,0.7621531,1.293056,1.0325158,-0.18652023,0.07101225,0.53636634,0.8261936,-0.43980262,-0.103501156,0.4667331,822.7839,830.4396,824.7985,809.4872,836.08057,0.06817627,0.22052002,0.96697998,0.530853271,3.431854248,2.467346191,1,1,1,1,1,47.13
56:42.4,1.0019319,0.79480016,0.7417625,0.8948919,0.8768221,0.7676834,0.42970806,0.8312279,1.4661057,0.6630911,0.7611833,1.293056,1.1084839,-0.21741255,0.14712904,0.53636634,0.81198835,-0.44453713,-0.08497213,0.4667331,853.8095,836.8865,835.2747,875.56775,863.8828,0.07043457,0.221557617,0.969848633,0.770111084,2.998199463,2.0262146,1,1,1,1,1,47.13
56:42.9,0.83730483,0.76908666,0.8128305,0.83971614,0.7669069,0.754656,0.48947117,0.7287147,1.4662826,0.6155706,0.76014733,1.5839064,1.1152482,-0.14899614,0.062682346,0.6723287,0.83079785,-0.41181973,-0.06281409,0.60683244,868.315,842.1245,840.5128,878.7912,857.4359,0.068237305,0.22467041,0.968139648,0.837402344,2.183227539,2.721557617,1,1,1,1,1,47.13
56:43.4,0.724379,0.7408748,0.77458066,0.91072947,0.646548,0.6916975,0.56411743,0.6343121,1.4636941,0.69384,0.700006,1.5957733,0.98182756,-0.1731993,0.020453786,0.6446261,0.7519983,-0.37233377,-0.13310085,0.57864136,838.0952,843.73627,841.7216,836.4835,823.1868,0.060791016,0.223022461,0.964538574,0.426177979,2.624359131,2.452392578,1,1,1,1,1,47.13
56:43.9,0.81655735,0.8191206,0.7089035,0.9535385,0.7319117,0.75195336,0.65502477,0.6392155,1.4179382,0.78912497,0.59659654,1.6248202,0.84359545,-0.14277792,-0.10971039,0.75946206,0.64637303,-0.409079,-0.23140998,0.51035154,795.78754,859.45056,842.1245,791.75824,789.7436,0.0625,0.225830078,0.963989258,1.00189209,3.140258789,2.295379639,1,1,1,1,1,47.13
