Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38
06:07.5,1.5349857,1.2238792,1.2436517,1.1868527,1.0431938,0.6937399,0.1204664,0.29386276,1.2223086,0.33570743,0.12350694,0.5207532,0.7975664,0.061303146,-0.09965563,0.29942974,0.82924217,-0.21690372,-0.19928277,-0.06901045,854.21246,833.663,869.5238,846.1539,899.34064,-0.204772949,0.010009766,0.976806641,8.142242432,0.635528564,9.861907959,1,1,1,1,1,85.28
06:08.0,1.4097558,1.2306428,1.1003617,1.1274486,1.0373715,0.7112189,0.1422413,1.0143194,1.408447,0.328485,0.19369328,1.4070485,0.89801335,0.13743442,-0.02450914,1.1244909,0.90436584,-0.13170327,-0.1770727,1.1786369,855.0183,849.7802,845.7509,847.76556,840.10986,-0.179138184,0.032043457,0.97454834,1.607513428,3.297271729,4.69543457,1,1,1,1,1,85.28
06:08.5,1.2900482,1.0378112,0.30573255,1.0857927,0.9581572,0.31467664,-0.044363674,0.89019,1.5810717,0.24747816,0.2488082,1.6558781,0.8176687,0.12584531,0.062195327,0.950742,0.8527059,-0.17230466,-0.24760947,0.9816681,856.63007,848.1685,850.18317,848.5714,844.5421,-0.172424316,0.030883789,0.981811523,0.478515625,1.816864014,2.452392578,1,1,1,1,1,85.28
06:09.1,1.1148682,0.6752701,0.13339011,1.0863922,0.9430401,0.123362735,-0.112778015,0.93814695,1.574077,0.2359625,0.21995597,1.6559463,0.77158093,0.065759525,-0.034664866,0.89260375,0.7557089,-0.12600446,-0.16856696,0.8709471,822.7839,834.4689,861.4652,815.9341,827.619,-0.163024902,0.039489746,0.973693848,0.433654785,1.02432251,3.117828369,1,1,1,1,1,85.28
06:09.6,0.9701619,0.6114544,0.2138285,1.0017059,0.89130616,0.10875218,-0.25993857,0.88055044,1.4739697,0.29073396,0.1963155,1.6201108,0.59687716,-0.05083252,-0.08503823,0.7447261,0.5510989,-0.22773275,-0.11911815,0.57056034,857.4359,846.9597,859.45056,859.0476,865.89746,-0.150695801,0.038818359,0.980224609,0.216827393,1.929016113,3.043060303,1,1,1,1,1,85.28
06:10.1,1.0129904,0.5983255,0.48655313,0.99135953,0.8210684,0.3324239,-0.18751799,0.84419185,1.1877755,0.25886968,0.09906652,1.3062086,0.52739924,-0.0252718,-0.14590175,0.64578295,0.44326416,-0.17231336,-0.10204767,0.408074,845.7509,849.7802,853.8095,839.304,841.7216,-0.143737793,0.045715332,0.977111816,0.523376465,4.725341797,2.153320313,1,1,1,1,1,85.28
06:10.6,1.0779222,0.45730713,0.5580238,1.0177674,0.6733522,0.33823845,-0.18511543,0.68435097,1.0910021,0.24790496,0.14572239,1.0069728,0.38785395,-0.013149763,-0.07572659,0.51306653,0.43536294,-0.21880957,-0.2516502,0.34469056,788.5348,846.55676,857.4359,776.04395,815.12823,-0.146240234,0.049377441,0.975402832,0.777587891,3.476715088,2.370147705,1,1,1,1,1,85.28
06:11.1,1.2018077,0.44495198,0.6350917,1.149972,0.5885509,0.37051177,-0.14757273,0.6496915,1.0710489,0.18293878,0.20250893,0.96441656,0.28422922,-0.06274707,-0.05643226,0.33751386,0.41857582,-0.27871934,-0.3526481,0.31043255,856.2271,845.34796,846.9597,834.0659,853.4066,-0.160766602,0.053344727,0.977172852,0.927124023,3.312225342,2.863616943,1,1,1,1,1,85.27
06:11.6,1.2964761,0.28786817,0.58677375,1.2342641,0.7137535,0.19390513,-0.04487412,0.69457823,0.328915,0.17185318,0.22955748,0.5437713,0.18048984,-0.109890714,-0.15140867,0.36281538,0.33745712,-0.45102757,-0.52299935,0.3670774,870.32965,849.7802,860.2564,859.0476,886.04395,-0.158203125,0.059020996,0.973693848,0.403747559,1.831817627,2.773895264,1,1,1,1,1,85.27
06:12.1,1.4446164,0.25442523,0.50700057,1.4495269,0.80183387,0.22099997,0.025225013,0.87002605,0.81573766,0.19234021,0.24134745,1.0580455,0.38482583,-0.07785916,-0.20551737,0.4621755,-0.36310443,-0.6367047,-0.54981786,-0.25118387,856.63007,850.18317,857.03296,849.3773,886.8498,-0.163391113,0.051025391,0.976745605,0.358886719,2.714080811,2.033691406,1,1,1,1,1,85.27
