Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38
04:37.9,1.1924584,0.9976033,1.4383702,1.1118711,0.5745696,0.644334,0.64763504,0.5943525,1.2127377,1.2394217,0.8346826,1.2472678,1.4718031,1.2942564,1.1493818,1.4552226,1.1636819,1.0891268,0.90502995,1.1628077,860.65936,803.8461,833.2601,825.6044,783.2967,0.141052246,0.10345459,0.977661133,0.95703125,2.609405518,2.422485352,1,1,1,1,1,77.95
04:38.4,1.0386994,0.86180717,1.4168466,0.7532274,0.57522357,0.61918324,0.7642129,0.500926,1.2082328,1.2394217,0.8982212,1.2185063,1.4552009,1.210066,1.1197041,1.4420954,1.1373174,1.0129367,0.83950275,1.1030334,855.82416,819.5604,819.9634,834.0659,861.06226,0.147766113,0.103271484,0.978088379,0.971984863,2.609405518,2.444915771,1,1,1,1,1,77.95
04:38.9,1.1171334,0.59811205,1.1717713,1.0026836,0.71749365,0.6452001,0.8125746,0.6297848,1.2251946,1.1193786,0.89442295,1.3541968,1.3959006,1.1326483,0.9636061,1.4004765,1.0544676,0.8874964,0.71650875,1.0003556,863.0769,820.7692,790.14655,854.21246,938.022,0.144348145,0.100463867,0.976074219,2.228088379,3.170166016,2.818756104,1,1,1,1,1,77.95
04:39.4,1.1507149,0.6271402,1.0276642,1.1510011,0.81718355,0.5667108,0.8199157,0.83420324,1.3019663,0.89664227,0.7529285,1.5010453,1.3582658,1.1617761,0.91323894,1.3730677,0.9706561,0.9000336,0.69635445,1.053236,838.49817,825.6044,809.0842,807.0696,778.0586,0.146118164,0.106079102,0.975219727,0.545806885,2.497253418,1.93649292,1,1,1,1,1,77.95
04:39.9,1.054275,0.8459705,0.94400376,1.1427232,0.77305347,0.46671677,0.71132267,0.82163393,1.3019663,0.7321684,0.74216694,1.5010453,1.3436551,1.2570173,0.89294773,1.3616503,1.0532674,0.97107995,0.6735736,1.0994042,828.022,799.81683,792.5641,814.7253,790.9524,0.150634766,0.102111816,0.974853516,0.598144531,2.198181152,1.84677124,1,1,1,1,1,77.95
04:40.4,0.8435397,0.92237484,0.8582041,1.102915,0.64988977,0.26321253,0.51676387,0.84924227,1.3242112,0.80140007,0.7376499,1.5075817,1.3701353,1.3077494,0.86749434,1.3817166,1.1056585,1.0261968,0.6362941,1.1446047,845.34796,821.5751,820.3663,842.1245,893.69965,0.142944336,0.102478027,0.977172852,0.97946167,2.459869385,2.287902832,1,1,1,1,1,77.95
04:40.9,0.73418444,0.88850504,0.7932204,0.8722263,0.35435492,0.21569094,0.45829785,0.56330436,0.9570701,0.8636057,0.6787393,0.96782124,1.4201562,1.317215,0.86524445,1.4147862,1.0727063,1.0096,0.67239386,1.1091377,863.8828,825.2015,823.9927,859.0476,931.978,0.142028809,0.105834961,0.976318359,1.293487549,3.327178955,2.243041992,1,1,1,1,1,77.95
04:41.4,0.66623926,0.6413133,0.81854326,0.791727,0.48011577,0.27198592,0.4147675,0.57090586,0.95624197,0.84067076,0.50559825,0.9637566,1.3749413,1.2474473,0.77840143,1.3551718,1.059304,1.0189825,0.7671937,1.0997994,884.83514,854.21246,833.2601,873.95605,832.0513,0.14453125,0.102661133,0.975280762,0.777587891,2.661743164,2.392578125,1,1,1,1,1,77.95
04:41.9,0.6511257,0.26895106,0.8014408,0.6347435,0.5909281,0.37029806,0.3545313,0.42848107,1.0893724,0.84208536,0.54687345,1.2250253,1.3751501,1.1977103,0.7962921,1.3545102,1.2187579,1.1401882,0.82377744,1.2631528,837.6923,824.3956,848.97437,813.5165,785.7143,0.140197754,0.110595703,0.978149414,2.153320313,1.659851074,2.908477783,1,1,1,1,1,77.95
04:42.4,0.6274989,0.15721408,0.8352925,0.833445,0.6041577,0.36006492,0.28494796,0.44571215,1.0466219,0.74427354,0.48417845,1.2201884,1.3454212,1.1829406,0.86294967,1.3405629,1.2349334,1.1496559,0.827814,1.3047544,862.27106,869.5238,817.5458,841.31866,858.6447,0.141174316,0.101501465,0.975341797,1.188812256,2.355194092,2.684173584,1,1,1,1,1,77.95
04:43.0,0.8558512,1.4133011,0.99876934,1.1955101,0.6763302,0.33005688,0.30355364,0.38677955,1.1306372,0.62512624,0.3707083,1.2153893,1.3523707,1.1785282,0.92886525,1.3614181,1.2432933,1.1297224,0.8968488,1.3307239,875.16486,944.0659,828.022,869.92676,906.5934,0.146850586,0.103149414,0.97668457,0.366363525,2.429962158,2.235565186,1,1,1,1,1,77.95
