Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40
54:01.4,0.90680414,1.0012085,0.8587865,0.8747747,0.7442509,0.48528776,0.71643925,0.6263064,1.313878,0.71677464,0.7482466,1.3076319,0.35523888,-0.037418846,-0.07282855,0.37603346,0.23266461,-0.298213,-0.34637275,0.19832432,840.9158,846.9597,832.4542,821.1722,823.9927,0,0,-0.099975586,0.219482422,0.966552734,0.201873779,5.727233887,1.158905029,1,1,1,1,1,32.17
54:01.9,0.8509165,1.0524619,0.9081369,0.84407765,0.76412815,0.66090304,0.75549215,0.551446,1.3006508,0.72807264,0.7482466,1.2175692,0.33587667,-0.029728627,-0.022991503,0.359262,0.15621932,-0.35862774,-0.4952472,0.119380556,852.1978,835.2747,835.2747,857.8388,986.3736,0,0,-0.124694824,0.22277832,0.96673584,0.800018311,2.325286865,2.766418457,1,1,1,1,1,32.17
54:02.4,0.6974046,0.9141595,0.8529398,0.63059145,0.6329853,0.5639973,0.45068276,0.38105038,1.2580469,0.5448368,0.4755536,1.1226467,0.4282043,-0.12869081,-0.085923545,0.29437825,0.2557137,-0.5582181,-0.59473133,0.041655928,855.0183,854.61536,840.10986,869.5238,1041.5751,0,0,-0.10559082,0.222839355,0.962158203,0.194396973,1.457977295,2.437438965,1,1,1,1,1,32.17
54:02.9,0.47651336,0.7403427,0.84048927,0.47441518,0.40103692,0.42051056,0.32991174,0.076029725,1.2164773,0.4369579,0.39198145,1.0393114,0.4396369,-0.13993657,-0.12586547,0.3022349,0.34455204,-0.52829057,-0.42658257,0.035449926,845.7509,841.31866,838.9011,805.05493,650.32965,0,0,-0.101379395,0.226257324,0.963256836,0.665435791,2.646789551,2.325286865,1,1,1,1,1,32.17
54:03.4,0.61940074,0.34461012,0.62771744,0.4342701,0.06615239,-0.18367612,-0.17300382,-0.17391452,1.152163,0.038225215,0.023330448,1.0206746,0.43555734,-0.18579477,-0.24640322,0.31030366,0.3749678,-0.45908925,-0.3330598,0.20353451,864.2857,840.9158,848.1685,825.2015,786.52014,0,0,-0.092773438,0.226074219,0.961914063,1.02432251,3.244934082,2.056121826,1,1,1,1,1,32.17
54:03.9,0.58880955,0.26130587,0.5781781,0.5324658,0.24699222,-0.25562823,-0.22296467,-0.006073464,1.1811107,0.11358384,-0.08891718,0.9908497,0.4046278,-0.19587278,-0.2657722,0.33333,0.35171896,-0.32393262,-0.20030811,0.24209249,843.73627,838.0952,842.9304,809.4872,681.75824,0,0,-0.085510254,0.225158691,0.961669922,0.538330078,2.93838501,2.796325684,1,1,1,1,1,32.17
54:04.4,0.6708372,0.10591696,0.36131617,0.63032067,0.33055928,-0.33632404,-0.30209512,0.07155112,1.1942141,0.112583704,-0.09409228,0.98759156,0.36213657,-0.3071055,-0.24952887,0.27607155,0.29836297,-0.40921792,-0.32518193,0.18056983,855.0183,850.18317,850.58606,880.40295,1020.2198,0,0,-0.088378906,0.231567383,0.965698242,0.777587891,2.773895264,3.110351563,1,1,1,1,1,32.17
54:04.9,0.5782455,0.11973907,0.27008444,0.53788596,0.35147518,-0.17079489,-0.16424453,0.20791836,1.1844871,0.25757796,0.050230436,1.0068544,0.34984407,-0.29870996,-0.30117577,0.25377616,0.23021029,-0.5265133,-0.51742595,-0.027908647,827.619,828.4249,847.76556,826.0073,859.45056,0,0,-0.102539063,0.225830078,0.965454102,0.575714111,3.364562988,1.996307373,1,1,1,1,1,32.17
54:05.5,0.7052588,0.41849244,0.2715184,0.6057829,0.4774745,0.21463306,-0.00226383,0.43743083,0.9520149,0.36680475,-0.023506586,1.1129988,0.439037,-0.1883254,-0.10893898,0.36707938,0.22520986,-0.5377431,-0.5676949,0.001586846,848.5714,824.3956,843.73627,840.9158,845.34796,0,0,-0.100158691,0.22668457,0.962097168,0.971984863,2.527160645,1.682281494,1,1,1,1,1,32.17
54:06.0,0.7436264,0.5675289,0.28063107,0.6886653,0.7320051,0.5436984,0.47770008,0.7500354,1.0085833,0.37681866,0.6035967,1.1410991,0.6307789,-0.117767975,-0.0439902,0.5655995,0.15093048,-0.36673036,-0.394647,0.003694696,865.4945,843.3333,844.5421,872.74725,1016.5934,0,0,-0.091918945,0.224609375,0.964416504,0.859832764,1.592559814,2.669219971,1,1,1,1,1,32.17
