Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40
11:00.0,0.98212194,0.5629458,1.0216479,0.28882256,0.38999158,0.41880676,-0.11939366,0.33055195,1.5352201,0.9322132,0.37435725,1.5653701,0.7376541,1.1399868,0.21102098,0.6060912,0.5139348,1.014775,-0.33849177,0.14962098,774.43225,859.45056,854.21246,841.31866,812.3077,8,0,0.005065918,0.114929199,0.985717773,0.747680664,2.901000977,2.213134766,1,1,1,1,1,85.44
11:00.5,0.5743127,0.5629458,0.893983,0.3692222,0.40982565,0.41880676,-0.026763596,0.47237876,1.5487864,0.9322132,0.35756174,1.6316769,0.8376421,1.1399868,0.1522434,0.6293937,0.5137065,1.014775,-0.5057613,0.098389104,788.5348,809.4872,832.4542,857.4359,821.1722,17.999998,0,0.006408691,0.114746094,0.987792969,1.09161377,2.796325684,2.743988037,1,1,1,1,1,85.44
11:01.0,0.8015595,0.5629458,1.0532634,0.3584434,0.35104215,0.41880676,0.055697378,0.43605787,1.5526482,0.9322132,0.3296844,1.6310744,0.8122418,1.1399868,0.024391752,0.5472373,0.43625438,1.014775,-0.5821861,0.03100445,842.52747,883.22345,847.76556,855.42126,855.42126,27.999996,0,0.002075195,0.114074707,0.986694336,1.203765869,2.482299805,2.729034424,1,1,1,1,1,85.44
11:01.5,1.2674235,0.5629458,1.5191225,0.6709358,0.27462092,0.41880676,0.16369863,0.38064995,1.5635048,0.9322132,0.32341644,1.6530559,0.8094212,1.1399868,-0.048219573,0.54030025,0.35265252,1.014775,-0.46293464,-0.0456455,806.6667,827.2161,844.1392,865.09155,833.663,38.000004,0,0.000305,0.114074707,0.985839844,0.635528564,2.497253418,2.73651123,1,1,1,1,1,85.44
11:02.0,1.3929154,0.5629458,1.5357844,0.82063204,0.07669707,0.41880676,0.26105782,0.1248228,1.4189308,0.9322132,0.297738,1.510345,0.69420373,1.1399868,-0.13204002,0.4284255,0.3325461,1.014775,-0.4828472,-0.11367943,981.13556,1130.2197,832.8571,876.3736,898.93774,40.000004,0,0.005310059,0.114990234,0.990234375,0.657958984,2.459869385,1.921539307,1,1,1,1,1,85.44
11:02.5,1.5696675,0.5629458,1.5191841,0.9143391,0.22538918,0.41880676,0.36319575,0.32607412,1.4114493,0.9322132,0.2173411,1.4761791,0.73244244,1.1399868,0.15291786,0.3779002,0.40500754,1.014775,-0.47493905,-0.025778059,822.7839,902.5641,839.707,836.08057,853.00366,36,0,0.00994873,0.10534668,0.985961914,0.695343018,2.811279297,2.115936279,1,1,1,1,1,85.44
11:03.0,1.5579175,0.5629458,1.0834975,0.8141566,0.25763932,0.41880676,0.29372784,0.3614173,1.4110041,0.9322132,0.27672926,1.4390815,0.74334884,1.1399868,0.17425632,0.5214751,0.41056934,1.014775,-0.6971321,0.11047351,897.326,927.1429,839.304,850.58606,882.01465,25.999996,0,0.007751465,0.111206055,0.98840332,1.054229736,3.379516602,2.130889893,1,1,1,1,1,85.44
11:03.5,1.5579175,0.5629458,0.9529504,0.72184014,0.25763932,0.41880676,0.20041566,0.36978617,1.4110041,0.9322132,0.19408017,1.4402062,0.74334884,1.1399868,0.18144177,0.6100766,0.41056934,1.014775,-0.82105935,0.1532614,956.9597,1048.8279,841.31866,867.9121,888.86444,15.999998,0,0.005310059,0.105529785,0.989379883,0.785064697,2.796325684,2.130889893,1,1,1,1,1,85.44
11:04.0,1.2099788,0.5629458,1.184614,0.67441666,0.2883504,0.41880676,0.26411355,0.2233731,1.041621,0.9322132,0.21541676,1.4402062,0.83286333,1.1399868,-0.049425215,0.6307423,0.6935622,1.014775,-0.73938584,0.12118544,889.67035,944.0659,840.10986,846.1539,859.85345,6,6,0.008361816,0.110412598,0.986206055,0.971984863,2.444915771,2.235565186,1,1,1,1,1,85.44
11:04.5,1.0258764,0.5629458,1.2629583,0.7522526,0.32944405,0.41880676,0.35638896,0.21412337,1.0955858,0.9322132,0.14585765,1.1874093,0.7471467,1.1399868,-0.11642992,0.52771986,0.67955893,1.014775,-0.53468716,0.08504297,798.20514,845.7509,848.5714,832.4542,816.7399,0,15.999998,0.006835938,0.109436035,0.985595703,0.814971924,2.272949219,2.616882324,1,1,1,1,1,85.44
