Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38
25:07.0,0.13474925,-0.5251012,-0.44219393,0.17539665,0.26893356,-0.6110652,-0.67012846,0.47432646,1.3607131,-0.2174575,-0.2734141,1.1525135,0.06676328,-0.34576756,-0.32969767,0.13308685,-0.23869781,-0.7325073,-0.8596755,-0.24021041,834.87177,859.0476,854.21246,827.619,866.30035,-0.015319824,0.139038086,0.985778809,0.014953613,2.340240479,2.317810059,1,1,1,1,1,99.19
25:07.6,0.16140011,-0.34920675,-0.43234766,0.29294282,0.1830564,-0.8372352,-0.5848916,0.45136452,0.926737,-0.4374607,-0.2923514,0.930881,0.07970844,-0.30985886,-0.24996997,0.17278433,-0.33400437,-0.7964294,-0.8198151,-0.23541169,863.47986,881.6117,839.304,874.7619,1087.1062,-0.014709473,0.142333984,0.982055664,0.620574951,2.033691406,2.138366699,1,1,1,1,1,99.19
25:08.1,0.3046315,0.6620868,0.4299267,0.2675457,0.24499603,-0.73807794,-0.517166,0.44128978,0.98660046,-0.07309727,-0.22699136,0.9317532,-0.007186947,-0.2267853,-0.21549971,0.12836373,-0.3423925,-0.79144055,-0.6999009,-0.22594088,888.86444,877.98535,831.6484,896.9231,1010.54944,-0.014892578,0.142456055,0.983398438,1.106567383,3.237457275,2.198181152,1,1,1,1,1,99.19
25:08.6,1.0106719,1.1294464,0.7589335,0.73130757,0.5409111,-0.64089996,-0.30255002,0.72818047,1.0160038,0.15434556,-0.15373875,1.0534046,-0.061308805,-0.22407633,-0.24013877,0.09982954,-0.35675552,-0.7658696,-0.7073676,-0.26323473,835.6777,842.52747,878.3883,850.18317,757.9121,-0.011230469,0.139465332,0.982666016,0.418701172,2.624359131,2.512207031,1,1,1,1,1,99.19
25:09.1,1.4333355,1.3262768,1.0483904,1.1536263,0.51332706,-0.5219365,-0.15092568,0.66733956,1.0082272,0.16142061,-0.20513877,1.0918987,0.016903609,-0.2624886,-0.363553,0.055161074,-0.3568656,-0.7390836,-0.72148865,-0.33070576,854.21246,861.06226,850.18317,821.5751,618.0952,-0.020751953,0.141174316,0.985839844,0.127105713,2.287902832,2.631835938,1,1,1,1,1,99.19
25:09.6,1.5348545,1.4561706,1.2037978,1.338996,0.5012302,-0.45985416,0.011774418,0.77622205,0.9455322,0.13117026,-0.18400529,1.1994277,0.10922337,-0.3828737,-0.40533134,0.08367712,-0.3138885,-0.69087976,-0.81739044,-0.38746282,832.0513,865.09155,853.00366,806.26373,813.5165,-0.02154541,0.141662598,0.983581543,0.598144531,2.886047363,2.714080811,1,1,1,1,1,99.19
25:10.1,1.3654668,1.2981101,1.1118053,1.2958039,0.13224089,-0.42753989,-0.03131572,0.56371665,0.9038955,-0.15370774,-0.20009452,1.1769137,0.1209115,-0.37126884,-0.38506097,0.11117489,-0.3308883,-0.7214309,-0.7664473,-0.3285553,847.76556,861.06226,850.18317,859.85345,1064.9451,-0.018859863,0.139282227,0.980102539,0.732727051,3.723449707,2.73651123,1,1,1,1,1,99.19
25:10.6,0.99564666,1.098907,0.8672011,1.0930632,0.18142813,-0.39795476,-0.19463328,0.70666087,1.0469431,-0.2246766,-0.20137528,1.2534604,0.028457753,-0.40511456,-0.3776296,0.11487099,-0.35992098,-0.7875269,-0.7814714,-0.29801133,870.32965,863.0769,849.3773,886.8498,1044.3956,-0.013122559,0.137695313,0.983154297,0.358886719,2.362670898,2.100982666,1,1,1,1,1,99.19
25:11.2,0.5244527,0.4186355,0.26552817,0.82823074,0.10243714,-0.49897867,-0.31074712,0.5915586,1.0256131,-0.3182701,-0.16624448,1.3111606,0.03502062,-0.40024573,-0.40043893,0.10130373,-0.44800326,-0.83204067,-0.76230234,-0.26664194,827.619,848.5714,862.674,805.05493,723.663,-0.015808105,0.14276123,0.985168457,0.418701172,2.325286865,2.205657959,1,1,1,1,1,99.16
25:11.7,0.18066838,0.5150328,0.11760658,0.5400209,0.05113504,-0.20482385,-0.41099378,0.5262196,1.0234189,-0.15626088,-0.22948927,1.2718209,0.05217869,-0.35625798,-0.5020939,0.19126192,-0.343157,-0.7075992,-0.78327864,-0.19381174,837.28937,858.24176,853.00366,814.3223,616.08057,-0.020385742,0.142700195,0.981445313,0.695343018,2.714080811,2.437438965,1,1,1,1,1,99.16
25:12.2,0.10474657,0.56973606,0.00326618,0.44685903,-0.07360044,-0.17484291,-0.44209254,0.48889393,0.8962536,-0.1671976,-0.26595625,1.2540857,0.09037351,-0.33644006,-0.5469123,0.26866755,-0.3405003,-0.72489434,-0.77658737,-0.15192375,856.2271,855.42126,850.989,864.2857,1086.7032,-0.015380859,0.138366699,0.981018066,0.837402344,3.170166016,2.788848877,1,1,1,1,1,99.16
25:12.7,0.35451254,0.5571218,-0.067344345,0.6039805,0.112441584,-0.11969019,-0.43118873,0.57706857,0.9883693,-0.15216132,-0.21078436,1.252788,0.1571597,-0.33077335,-0.45889223,0.37791657,-0.27021655,-0.72121173,-0.8047648,-0.12698238,847.3626,857.4359,851.79486,858.6447,839.304,-0.005615234,0.145996094,0.982177734,0.785064697,2.512207031,1.8019104,1,1,1,1,1,99.16
25:13.2,0.51663834,0.11921421,-0.39378724,0.5599263,0.25904477,-0.24532403,-0.3766926,0.70389366,1.0131624,-0.13966821,-0.20993574,1.2909226,0.10020086,-0.3314037,-0.3434315,0.3667407,-0.32500118,-0.78646433,-0.77175564,-0.10862653,850.58606,861.06226,851.39197,819.9634,617.6923,-0.017089844,0.139709473,0.985656738,1.039276123,2.257995605,2.280426025,1,1,1,1,1,99.16
25:13.7,0.7016476,0.02260953,-0.46326604,0.7055878,0.27389354,-0.18267599,-0.39308012,0.63213134,1.0131624,-0.17639647,-0.20991492,1.2954624,0.040394433,-0.27690044,-0.29447865,0.27869013,-0.25339633,-0.7033491,-0.68040824,-0.05506536,851.79486,857.03296,855.42126,838.9011,724.0659,-0.016357422,0.144042969,0.980773926,0.747680664,2.228088379,2.228088379,1,1,1,1,1,99.16
25:14.2,0.770745,0.6972175,0.015307927,0.8637492,0.24396287,0.14173925,-0.26705888,0.7619048,0.878881,-0.162694,-0.22955824,1.306229,-0.037083887,-0.27131474,-0.23609304,0.17202139,-0.1907629,-0.6437187,-0.65185267,7.82e-05,838.9011,857.03296,850.18317,849.7802,1075.4213,-0.017272949,0.140319824,0.979980469,0.695343018,3.424377441,2.355194092,1,1,1,1,1,99.16
25:14.7,0.7046573,0.7359709,0.1055799,0.84502494,0.1875254,0.1126636,-0.2737757,0.7961364,0.878435,0.035529222,-0.11673484,1.2105548,-0.036387328,-0.35302234,-0.2728933,0.124464534,-0.23728721,-0.6085671,-0.66461253,-0.040215272,864.68866,855.42126,848.5714,875.56775,1047.619,-0.01184082,0.141418457,0.984436035,0.328979492,2.878570557,2.115936279,1,1,1,1,1,99.16
25:15.2,0.5818863,0.70191854,0.0918466,0.706705,0.31894085,0.061977897,-0.32263705,0.81520706,0.87863594,0.011257589,-0.13819218,1.2968305,0.07316126,-0.44435373,-0.23144077,0.116931155,-0.29546693,-0.63517,-0.6347936,-0.15125856,850.58606,860.2564,857.03296,836.8865,727.6923,-0.022399902,0.137817383,0.984741211,0.149536133,2.542114258,2.751464844,1,1,1,1,1,99.16
