Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40
02:03.3,0.85148203,0.75714123,0.62442666,0.82015103,0.6432403,0.40415114,0.041247703,0.6932938,0.9780146,0.46859118,0.2637777,1.094551,0.24520375,-0.06310665,-0.032872014,0.44269365,-0.096975334,-0.7277097,-0.38671324,-0.1438241,840.10986,859.85345,844.1392,839.707,763.95605,73.999985,0,0.183532715,0.149169922,0.965759277,0.717773438,-1.614990234,2.766418457,1,1,1,1,1,78.25
02:03.8,0.7195931,0.74227613,0.27545336,0.87086624,0.53710645,0.28126395,-0.16501543,0.590769,0.62550646,0.25865504,0.10183371,0.9241513,0.24385491,-0.15645121,-0.11663924,0.4256652,-0.12938502,-0.8482751,-0.3987262,-0.03601547,833.663,861.4652,849.7802,797.8022,647.50916,75.999985,0,0.189575195,0.151794434,0.964416504,0.284118652,3.087921143,2.280426025,1,1,1,1,1,78.25
02:04.4,0.54156864,0.7792688,0.3173895,0.7512942,0.43208677,0.24656896,-0.17027076,0.48905647,0.60714597,0.20724751,0.12849227,0.8713719,0.24792501,-0.2143206,-0.15152986,0.3320592,-0.18495728,-0.865644,-0.527765,-0.036189154,836.8865,861.4652,852.1978,796.99634,788.93774,75.999985,6,0.186828613,0.147766113,0.964477539,0.074768066,4.501037598,2.011260986,1,1,1,1,1,78.25
02:04.9,0.33859777,0.70060575,0.35931072,0.66752005,0.23086673,0.22456387,-0.12866928,0.38891795,0.45730683,0.13066725,0.11343856,1.023631,0.27949843,-0.23838909,-0.1473624,0.32258812,-0.33107212,-0.7591059,-0.6383562,-0.00329934,853.00366,856.2271,855.82416,871.13556,1014.57874,79.99998,15.999998,0.174560547,0.154296875,0.967163086,0.949554443,5.286102295,2.086029053,1,1,1,1,1,78.25
02:05.4,0.5184214,0.53523326,0.4474513,0.66915804,0.32137257,-0.08509702,-0.051829133,0.49254766,0.4998516,0.0663104,0.12000767,1.0657283,0.23151098,-0.31449887,-0.21387574,0.2751859,-0.31284866,-0.70929426,-0.69137657,-0.045975033,872.74725,851.39197,846.1539,917.0696,1064.9451,89.99997,17.999998,0.167236328,0.153930664,0.966308594,1.00189209,5.7421875,2.183227539,1,1,1,1,1,78.25
02:05.9,1.0162469,0.70818865,0.8309608,0.97433543,0.5649101,0.001781108,0.1513144,0.5767918,0.5020679,0.090010904,0.016043955,1.068006,0.25570896,-0.1832623,-0.31275588,0.22083502,-0.29528874,-0.6579059,-0.69762194,-0.043738514,845.7509,845.34796,843.3333,859.45056,882.8205,93.99996,11.999999,0.171020508,0.151367188,0.967102051,0.186920166,3.095397949,1.510314941,1,1,1,1,1,78.25
02:06.4,1.606378,1.1042867,1.202538,1.4105947,0.96832234,0.45079008,0.5792616,0.7913833,0.49379236,0.3474387,0.14326487,0.99145174,0.23069859,-0.10391927,-0.34151113,0.22141191,-0.23487082,-0.61646193,-0.63021743,-0.02554485,850.989,869.92676,847.76556,812.3077,668.46155,83.99998,2,0.171142578,0.151794434,0.969421387,0.538330078,4.089813232,1.943969727,1,1,1,1,1,78.25
02:06.9,1.6549109,1.1741725,1.1993109,1.4480575,0.9804414,0.55063516,0.6350534,0.7860387,0.4208668,0.35591406,0.23373163,0.37276784,0.21000719,-0.051904056,-0.2856861,0.26726586,-0.1889244,-0.61846435,-0.6094949,0.070063114,844.1392,857.8388,856.2271,802.6374,686.99634,73.999985,0,0.170593262,0.15637207,0.969848633,0.942077637,5.428161621,2.257995605,1,1,1,1,1,78.25
02:07.4,1.623223,1.1842555,1.1360879,1.4033145,0.9162469,0.5444881,0.64917785,0.7604086,0.67034346,0.36144626,0.3080231,0.6176021,0.2029994,-0.13532425,-0.3229062,0.24967921,-0.1441836,-0.62046003,-0.52763075,0.11138417,847.76556,844.94507,854.61536,839.304,932.381,63.999992,0,0.172546387,0.156188965,0.972717285,1.315917969,3.970184326,2.975769043,1,1,1,1,1,78.25
02:08.0,1.4076399,1.2625458,1.0595331,1.1621095,0.6383556,0.6231707,0.55889624,0.63095057,0.73081243,0.4368954,0.3391953,0.6514834,0.15464272,-0.1955227,-0.28608075,0.26499623,-0.11916544,-0.6771394,-0.55788344,0.11562762,869.5238,854.61536,838.9011,913.8461,1097.1794,54.000004,0,0.182739258,0.146606445,0.965759277,0.388793945,2.228088379,2.243041992,1,1,1,1,1,78.25
