Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38
12:40.7,1.1094159,0.07842215,0.6537356,1.1993414,0.7353454,-0.11354403,0.29561418,0.8520428,1.1196676,0.36247414,0.46030214,1.0090549,0.26476973,-0.09663854,0.063669994,0.14439446,0.13541886,-0.24080406,-0.44526994,-0.2033543,839.304,853.4066,854.21246,829.6337,968.6447,-0.10333252,0.315063477,0.936035156,0.149536133,2.071075439,1.996307373,1,1,1,1,1,97.81
12:41.2,1.044858,0.167234,0.80194426,1.1368155,0.7164838,-0.06870289,0.392167,0.82094604,1.1573483,0.36247414,0.48204157,1.1012304,0.25633878,-0.11423117,0.051396117,0.23079474,0.059144013,-0.25734916,-0.4503809,-0.16969544,867.50916,849.3773,853.4066,875.16486,1002.0879,-0.106933594,0.310974121,0.939758301,0.366363525,2.407531738,2.235565186,1,1,1,1,1,97.81
12:41.7,1.0413394,0.1940826,0.87290716,1.1800139,0.71446496,0.021248668,0.39641073,0.8670689,1.1796145,0.26211116,0.24734251,1.1367478,0.21148528,-0.16442485,-0.073971584,0.20439775,-0.003128439,-0.2795649,-0.36541042,-0.12563026,873.95605,859.0476,853.00366,861.4652,1015.38464,-0.11114502,0.311401367,0.939025879,0.463562012,2.355194092,2.093505859,1,1,1,1,1,97.72
12:42.2,0.94882816,-0.061990783,0.46390483,1.1520962,0.63265586,-0.15675896,-0.06320327,0.79589564,1.1749127,0.16212077,0.22947104,1.1389126,0.15974636,-0.25646794,-0.14296928,0.16320187,-0.3422562,-0.36380148,-0.3302096,-0.23067775,821.978,851.79486,855.0183,825.2015,727.28937,-0.105285645,0.314025879,0.936584473,1.016845703,2.347717285,2.332763672,1,1,1,1,1,97.72
12:42.7,1.0633489,-0.052379172,0.44275633,1.2562257,0.64631224,-0.060170304,0.08575016,0.7944943,1.1679388,0.42847314,0.4294005,1.1705092,0.22523145,-0.29818898,-0.0602833,0.12701666,-0.30223715,-0.41723067,-0.31142542,-0.19545616,855.82416,871.13556,845.34796,848.97437,1027.0696,-0.107177734,0.311523438,0.93560791,0.164489746,2.751464844,2.467346191,1,1,1,1,1,97.72
12:43.2,0.9038248,0.33968684,0.23262973,1.0343814,0.48260564,-0.12997049,0.06294584,0.44642204,1.1089065,0.42847314,0.41235462,1.1229569,0.22436434,-0.23734066,-0.055398364,0.092619725,-0.12213176,-0.48662552,-0.38305843,-0.075552225,861.8681,853.8095,849.3773,869.92676,953.3333,-0.107788086,0.313110352,0.934692383,0.201873779,2.818756104,2.332763672,1,1,1,1,1,97.72
12:43.8,0.952023,0.5692258,0.40176082,1.0441532,0.5057595,-0.13416919,0.15448615,0.49368745,1.0685477,0.42847314,0.41235462,1.1141344,0.24637763,-0.1773155,-0.07943208,0.14119555,-0.02380443,-0.387738,-0.40348577,-0.0062112,819.5604,850.18317,849.3773,816.7399,689.011,-0.10534668,0.314880371,0.934204102,0.201873779,3.050537109,2.190704346,1,1,1,1,1,97.72
12:44.3,0.70687914,0.5302518,0.19447602,0.74848276,0.52549034,-0.30407754,-0.031626783,0.49464905,0.9808598,0.17509812,0.32862023,0.94702965,0.21609683,-0.18442774,-0.23575133,0.11793788,0.000385,-0.30899164,-0.38547695,0.023105068,858.24176,850.989,862.27106,859.0476,823.9927,-0.106811523,0.307861328,0.939025879,0.299072266,2.714080811,2.676696777,1,1,1,1,1,97.72
12:44.8,0.9605629,0.22775204,0.34771016,1.0267502,0.77161676,-0.41903865,-0.031595826,0.80385727,0.9905391,0.04754564,-0.008624549,0.86036587,0.26608148,-0.26377973,-0.3725541,0.22007632,-0.0981409,-0.23568878,-0.35860404,-0.082189195,866.7033,853.4066,854.21246,871.13556,1032.7106,-0.10333252,0.313476563,0.940551758,0.792541504,2.422485352,2.407531738,1,1,1,1,1,97.72
12:45.3,1.12111,-0.4731777,0.28602245,1.2185409,0.85371315,-0.33766368,-0.07710169,0.927287,1.0269365,0.030684672,-0.1166439,0.86036587,0.29302338,-0.30329475,-0.25947616,0.2778067,-0.13053484,-0.19758718,-0.30651894,-0.13910605,868.315,854.61536,845.34796,864.68866,884.43225,-0.103027344,0.311584473,0.93371582,0.456085205,2.886047363,2.512207031,1,1,1,1,1,97.72
12:45.8,1.2110564,0.52252775,0.6326821,1.3518991,0.9925654,0.27295345,0.4105783,1.0061035,1.0430728,0.20975631,0.5269461,0.84663564,0.27200022,-0.23981974,-0.14371364,0.25833702,-0.13703482,-0.16625045,-0.34483612,-0.18643694,795.78754,853.4066,843.73627,795.78754,694.2491,-0.098510742,0.315307617,0.939758301,0.740203857,2.063598633,2.153320313,1,1,1,1,1,97.72
12:46.3,1.0273818,0.64459425,0.6337058,1.2078764,0.89739287,0.34866574,0.48165834,0.88569707,1.148248,0.20427024,0.52744275,1.0756619,0.2159303,-0.15425254,-0.04531925,0.16603687,-0.14894445,-0.12080708,-0.2777459,-0.2204749,909.81683,858.24176,873.95605,913.0403,1019.81683,-0.107849121,0.307983398,0.937255859,0.194396973,2.549591064,2.347717285,1,1,1,1,1,97.72
12:46.8,1.0359567,0.6249039,0.6881018,1.226031,0.84192896,0.3209095,0.52528405,0.77510923,1.207647,0.17877989,0.52744275,1.1574744,0.22174287,-0.16925652,0.013336357,0.10110025,0.016151931,-0.119155884,-0.2322228,0.009530244,832.8571,853.8095,848.5714,836.8865,730.9158,-0.10534668,0.311767578,0.939819336,0.366363525,2.818756104,2.063598633,1,1,1,1,1,97.72
12:47.3,1.1212304,0.10200946,0.4914324,1.2700387,0.56691474,-0.14451401,0.24754137,0.5605731,1.2168844,0.07876072,0.3974362,1.1574744,0.19463861,-0.18646687,-0.036355216,0.1036697,0.11453946,-0.14285529,-0.24197216,0.05190285,848.97437,852.1978,855.42126,847.3626,817.5458,-0.107177734,0.307434082,0.937927246,0.201873779,2.332763672,2.175750732,1,1,1,1,1,97.72
12:47.9,1.0960062,-0.7478152,0.30270046,1.2428311,0.37770212,-0.618774,0.021205543,0.41978106,1.2117232,-0.15210822,0.026624687,1.1449116,0.16272143,-0.2811411,-0.03161796,0.1614765,0.09589371,-0.1700014,-0.2609909,0.06828782,857.4359,849.7802,869.12085,863.47986,987.5824,-0.101928711,0.313720703,0.937866211,0.284118652,2.467346191,2.572021484,1,1,1,1,1,97.72
12:48.4,0.9024678,0.33063346,0.29282427,1.0382338,0.3542246,-0.24754085,-0.06497348,0.10907432,1.0587066,-0.12918113,0.036343887,0.962927,0.07126548,-0.24323551,-0.009615029,0.14413978,-0.01218904,-0.16070108,-0.38768062,-0.085347995,850.18317,858.24176,846.1539,846.1539,948.9011,-0.104553223,0.308959961,0.940185547,0.613098145,2.205657959,2.452392578,1,1,1,1,1,97.72
12:48.9,0.6532721,0.37547126,0.2881669,0.7747672,0.33389667,-0.22603326,-0.109324716,0.043382388,1.1879979,-0.28877097,0.003829825,1.1670243,0.123798236,-0.3028581,0.021697722,0.22132453,-0.106598966,-0.18517403,-0.32629505,-0.11005696,876.77655,853.4066,851.39197,868.71796,1037.5458,-0.104797363,0.309448242,0.942626953,0.411224365,3.342132568,2.818756104,1,1,1,1,1,97.72
12:49.4,0.6046441,0.35139114,0.28026113,0.6908389,0.41675746,-0.21610148,-0.15631565,0.1711339,1.1997573,-0.29371655,-0.14459778,1.1797559,0.24083725,-0.28257865,-0.013020847,0.28772363,-0.03451159,-0.2530157,-0.32374585,-0.10058469,831.2454,857.4359,847.3626,826.4103,766.3736,-0.104553223,0.308654785,0.937988281,0.104675293,2.93838501,2.489776611,1,1,1,1,1,97.72
12:49.9,0.02098648,-0.31394416,-0.22347881,0.15027864,0.3516485,-0.49531293,-0.67595255,0.25909832,1.4845575,0.025275927,-0.2559801,1.3302525,0.3019264,-0.3069979,-0.0797351,0.34746984,-0.16411203,-0.33932823,-0.31344268,-0.20279917,796.1905,856.63007,848.1685,800.2198,730.10986,-0.107788086,0.309814453,0.940002441,0.598144531,2.788848877,2.280426025,1,1,1,1,1,97.72
12:50.4,-0.13066107,-0.48982143,-0.44258568,0.09518119,0.3548429,-0.62105,-0.75941473,0.27750373,1.4835703,0.03567433,-0.2392639,1.3396628,0.28087655,-0.25754067,-0.083939776,0.33226398,-0.1912031,-0.27756664,-0.33111894,-0.18027139,871.13556,859.85345,856.2271,873.95605,983.1502,-0.111083984,0.310668945,0.941223145,0.740203857,2.84866333,3.080444336,1,1,1,1,1,97.72
