Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40
10:09.2,0.26667735,0.58396804,0.0847246,0.1229825,0.25104955,0.25820363,-0.110676356,0.049866956,1.0020891,0.41752052,0.15076517,1.0535833,0.2863182,0.004247793,0.16918989,0.3539094,-0.115318656,-0.11430467,0.16346584,-0.20542344,848.5714,853.00366,855.0183,856.63007,848.5714,0,0,-0.088562012,0.267150879,0.954040527,0.231781006,2.751464844,2.459869385,1,1,1,1,1,98.77
10:09.7,0.28482533,0.5038542,0.002366038,0.37393698,0.061656434,0.11241901,-0.09603779,-0.027720906,1.0049102,0.37453023,0.0969704,1.108184,0.30149302,0.05573128,0.27328104,0.3462026,-0.06774213,-0.04651216,0.12082232,-0.061751164,849.3773,850.989,853.8095,854.21246,876.77655,0,0,-0.090270996,0.266357422,0.949584961,0.538330078,2.093505859,2.586975098,1,1,1,1,1,98.77
10:10.2,0.19120707,0.5370999,-0.024223223,0.43528008,-0.08535471,0.13741784,-0.08258037,-0.04293913,0.95608443,0.37944704,0.070814535,1.0197316,0.3093438,0.09078804,0.33627266,0.30066118,-0.017581042,-0.09441664,0.21493661,0.069185436,859.45056,862.674,850.989,856.63007,866.30035,0,0,-0.087402344,0.268066406,0.953918457,0.755157471,2.340240479,2.601928711,1,1,1,1,1,98.77
10:10.8,0.17200808,0.4640996,-0.11025462,0.46058083,0.12458213,-0.031795334,-0.15643738,0.057363614,0.9797781,0.2512952,-0.002755696,1.043413,0.21581332,0.013335357,0.35845917,0.22251587,-0.016332703,-0.20189919,0.24531354,0.08906806,847.76556,858.6447,844.1392,846.1539,876.3736,0,8,-0.086975098,0.267028809,0.952697754,0.1121521,2.519683838,1.943969727,1,1,1,1,1,98.73
10:11.3,-0.018717585,0.42970282,-0.15298524,0.3534738,0.11535206,-0.0804389,-0.27543586,0.04565112,1.0150605,0.27009994,0.10715044,1.0189959,0.24290797,0.013694127,0.2991738,0.34294045,0.007761962,-0.2123277,0.23483709,0.06140741,848.5714,860.2564,847.76556,851.39197,846.55676,0,9.999999,-0.091918945,0.268066406,0.953552246,1.061706543,2.773895264,2.198181152,1,1,1,1,1,98.73
10:11.8,0.10501367,0.34082764,-0.1016514,0.28976747,0.07227572,-0.041364595,-0.28601882,0.007171693,1.3296996,0.32058716,0.093043864,1.0073868,0.3381286,0.043978676,0.19973207,0.35880497,0.018711464,-0.09387203,0.13899387,-0.019132884,834.0659,853.4066,848.1685,839.707,839.707,0,4,-0.08795166,0.265869141,0.952392578,0.523376465,2.512207031,2.579498291,1,1,1,1,1,98.73
10:12.3,0.28024074,0.33481768,0.18863411,0.21244639,-0.095678665,0.060502872,-0.14753875,0.009305379,1.315145,0.31216565,0.14431547,0.9782636,0.40922344,0.13322811,0.14672253,0.34971803,-0.003953916,-0.047404844,-0.039129775,-0.06055884,838.49817,859.0476,847.76556,843.3333,890.87915,0,0,-0.085571289,0.267944336,0.95489502,0.523376465,2.474822998,2.317810059,1,1,1,1,1,98.73
10:12.8,0.3081054,0.34254307,0.16445665,-0.045793604,-0.08700735,-0.008912031,-0.15326141,0.0782658,1.332616,0.26810053,0.109270334,1.005891,0.40616086,0.11254087,0.108772755,0.31989324,0.0293457,-0.0751028,-0.11040767,-0.11554291,843.3333,846.55676,850.58606,844.94507,851.39197,0,0,-0.086364746,0.266418457,0.956787109,0.358886719,3.117828369,2.385101318,1,1,1,1,1,98.73
10:13.3,0.21923202,0.28990594,0.1379613,-0.2173217,-0.090520024,-0.0955352,-0.22030987,0.054465245,1.1034123,0.18043266,0.090277046,0.95707536,0.32519755,0.04578964,0.09811332,0.39140517,0.019966407,-0.15404622,-0.19148122,-0.111608535,849.7802,861.4652,848.1685,852.1978,845.34796,0,0,-0.089660645,0.26739502,0.953857422,0.388793945,2.751464844,2.601928711,1,1,1,1,1,98.73
10:13.9,-0.022809086,0.22305295,-0.123521365,-0.29644766,-0.012786343,-0.15972799,-0.3733086,-0.07896576,1.0035546,0.18134603,-0.07002719,0.9026773,0.2734575,0.002813225,0.046652663,0.38438052,0.010155686,-0.19651835,-0.19191532,-0.13840221,868.315,854.61536,859.45056,860.2564,850.58606,0,0,-0.088317871,0.266357422,0.951721191,0.493469238,2.347717285,2.706604004,1,1,1,1,1,98.73
