Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40
20:12.2,1.4993219,0.2848761,-0.13647233,1.5295823,0.8693984,0.1914344,-0.2989477,0.8621478,1.2711424,0.05658831,0.0187506,1.0988503,0.39044574,-0.19354072,-0.49370298,0.32233354,-0.4069692,-0.65745634,-0.8863609,-0.26546454,828.4249,862.27106,845.7509,828.4249,892.0879,100,0,-0.224731445,0.081359863,0.957885742,0.97946167,3.072967529,2.130889893,1,1,1,1,1,93.66
20:12.7,1.6262077,0.5584642,-0.12823428,1.6427269,0.9345735,0.25744575,-0.25278887,0.9351975,1.2645799,0.054800157,0.07447397,1.0930748,0.3793905,-0.14046937,-0.47086447,0.22917067,-0.31032974,-0.6319605,-0.86815757,-0.35718557,842.52747,852.6007,848.97437,836.08057,824.7985,96,0,-0.217712402,0.086914063,0.958679199,0.971984863,2.123413086,2.714080811,1,1,1,1,1,93.66
20:13.2,1.5500637,0.7568375,-0.25514224,1.5506879,0.76692003,0.11668998,-0.40407702,0.7600785,1.2715793,0.012031916,0.07555209,1.1102977,0.30886063,-0.12734506,-0.4768475,0.16470926,-0.24950841,-0.6111171,-0.81575793,-0.38164338,854.21246,856.63007,849.7802,852.1978,830.4396,90.00001,0,-0.220947266,0.089294434,0.960876465,1.293487549,2.272949219,2.153320313,1,1,1,1,1,93.66
20:13.8,1.4018534,0.7510669,-0.5174106,1.32116,0.5664783,0.08596247,-0.5735086,0.56260943,1.1334863,0.30209792,0.014121336,1.0518239,0.26619232,-0.124903396,-0.5487926,0.1599262,-0.29110444,-0.71208817,-0.7808163,-0.39855343,863.0769,853.8095,849.7802,857.8388,870.32965,98,0,-0.223876953,0.091430664,0.958862305,0.777587891,3.020629883,2.474822998,1,1,1,1,1,93.66
20:14.3,1.2703714,0.6802345,-0.40916145,1.2202498,0.60867566,0.3032009,-0.3782331,0.55624294,1.2656391,0.44423622,-0.14019673,1.1422873,0.2222914,-0.18995637,-0.5823095,0.20309585,-0.43150765,-0.8149218,-0.7818906,-0.36398003,848.5714,852.1978,850.989,860.2564,888.0586,100,0,-0.221679688,0.086975098,0.961364746,1.368255615,2.153320313,2.00378418,1,1,1,1,1,93.66
20:14.8,1.2863281,0.4820139,-0.1758863,1.3131887,0.80405885,0.37514576,-0.23492725,0.7006948,1.2905029,0.44558838,-0.115114085,1.1384575,0.21799307,-0.1768304,-0.54541075,0.2178068,-0.4356783,-0.7585248,-0.7098924,-0.26677102,861.4652,845.34796,851.39197,860.2564,823.9927,100,0,-0.219482422,0.09185791,0.963562012,0.702819824,2.91595459,2.601928711,1,1,1,1,1,93.66
20:15.3,1.274054,0.7463186,-0.06270694,1.4160597,0.930673,0.47814843,-0.071574345,0.81478316,1.2788649,0.49652153,0.000529,1.1059524,0.14263207,-0.24707982,-0.49322388,0.22708131,-0.43941584,-0.63133717,-0.66049206,-0.17785153,857.8388,861.4652,850.58606,850.58606,913.8461,100,0,-0.222595215,0.095031738,0.957397461,1.076660156,3.177642822,2.923431396,1,1,1,1,1,93.66
20:15.8,1.3903139,0.8497972,0.08026658,1.5385958,1.0705669,0.36104804,-0.020727448,0.94272095,1.2468337,0.31062132,-0.018121623,1.0130188,0.12489343,-0.20522252,-0.46360496,0.18450107,-0.23875538,-0.5931859,-0.66804075,-0.08987362,867.1062,854.61536,839.304,854.61536,842.9304,100,0,-0.227172852,0.093933105,0.964660645,0.762634277,4.164581299,2.332763672,1,1,1,1,1,93.66
20:16.3,1.3903139,0.98009974,0.6203846,1.5385958,1.0705669,0.29166752,0.11695326,0.94272095,1.2468337,0.28301418,-0.024393318,1.0130188,0.12489343,-0.2202354,-0.47630155,0.18450107,-0.23875538,-0.6162206,-0.64584976,-0.08987362,862.674,850.58606,850.58606,864.2857,905.38464,100,0,-0.230895996,0.095214844,0.961364746,0.650482178,3.013153076,3.043060303,1,1,1,1,1,93.64
20:16.8,0.99612504,0.8682394,0.72741514,0.99410886,-0.04441402,0.013251938,0.14663821,0.34722844,0.9532864,0.11232051,-0.056300648,0.9409569,-0.03873797,-0.23873578,-0.40603733,-0.04264002,-0.22329934,-0.68835646,-0.58631605,-0.13119489,851.79486,858.24176,847.3626,844.94507,837.6923,100,0,-0.227294922,0.092834473,0.959960938,0.665435791,2.257995605,2.452392578,1,1,1,1,1,93.64
20:17.3,0.8138063,0.76996225,0.7319319,0.8451361,-0.16229899,0.05634628,-0.03434787,0.18747374,0.98084974,-0.15008964,-0.16434017,0.99650604,0.053315625,-0.26210582,-0.3651024,-0.008606476,-0.2724722,-0.5994057,-0.6587106,-0.14530693,846.9597,849.7802,853.4066,856.2271,823.1868,100,0,-0.221740723,0.093322754,0.966308594,1.016845703,3.207550049,2.572021484,1,1,1,1,1,93.64
20:17.8,0.8720321,0.5375337,0.3564403,0.90147907,0.01050707,0.044174112,-0.26891753,0.18328397,1.0612077,0.14394315,-0.29849806,1.0230772,0.07549995,-0.25509402,-0.36521244,0.052856147,-0.35103002,-0.61679435,-0.76707673,-0.18506208,854.21246,852.1978,847.3626,852.1978,889.2674,100,0,-0.221496582,0.093505859,0.961303711,0.732727051,2.504730225,1.77947998,1,1,1,1,1,93.64
