Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38
28:40.7,0.44337296,0.14713216,0.001512522,0.5485079,0.36334223,-0.43692708,-0.27293667,0.61422503,1.2287408,0.28288367,0.10216715,1.3035283,0.056693893,-0.48281804,-0.27952692,0.09570569,-0.4429341,-0.7373132,-0.68773335,-0.46016604,846.1539,850.58606,851.79486,828.4249,594.7253,0.15826416,0.123168945,0.969055176,0.650482178,3.424377441,2.714080811,1,1,1,1,1,98.56
28:41.2,0.46837595,0.17642805,0.040173683,0.5944903,0.43633062,-0.02819454,-0.2830453,0.7772807,1.2351042,0.31792027,0.13750857,1.3332309,0.13565238,-0.39302474,-0.2817591,0.19228816,-0.44239664,-0.80816877,-0.7550304,-0.44044325,842.1245,848.97437,850.58606,828.4249,785.7143,0.164428711,0.122558594,0.971923828,0.456085205,2.75894165,1.734619141,1,1,1,1,1,98.56
28:41.7,0.38411078,0.09598986,0.09152675,0.4743758,0.3409263,0.018985145,-0.2915649,0.7500805,1.2114048,0.31792027,0.13959475,1.3413597,0.16129032,-0.32504037,-0.27937618,0.17734094,-0.495928,-0.80709606,-0.77680975,-0.43647823,852.1978,845.34796,847.3626,853.4066,1066.1538,0.16015625,0.124389648,0.967956543,0.471038818,2.370147705,2.205657959,1,1,1,1,1,98.56
28:42.2,0.23299137,-0.16105823,0.05076294,0.040512335,0.31729126,0.020522876,-0.49528265,0.64053714,1.0265343,0.29422355,0.11701666,1.3621,0.09476681,-0.3566716,-0.39309072,0.12883279,-0.58681846,-0.85633105,-0.86313224,-0.40200284,847.76556,857.03296,855.0183,836.8865,626.1539,0.160522461,0.125488281,0.972839355,0.942077637,2.841186523,2.93838501,1,1,1,1,1,98.56
28:42.7,0.22008246,-0.13248983,0.23446591,-0.214968,0.34168363,-0.1919553,-0.4535438,0.3633709,0.9937482,0.18242364,0.09715716,1.1936189,0.028931169,-0.3800839,-0.40312013,0.05175786,-0.6233012,-0.7898093,-0.90069586,-0.4392972,841.31866,847.76556,846.9597,820.3663,728.49817,0.156799316,0.124572754,0.969360352,0.942077637,3.372039795,2.429962158,1,1,1,1,1,98.56
28:43.2,0.1827336,0.05311306,0.27435142,-0.11749558,0.3422698,-0.19846578,-0.40725785,0.34267938,0.7516005,0.10717453,0.102966785,1.1936189,0.077100255,-0.3897721,-0.38251996,0.18774761,-0.5143659,-0.7672267,-0.87270963,-0.35606572,865.89746,854.21246,843.3333,867.9121,1082.674,0.166442871,0.124572754,0.973815918,0.807495117,2.489776611,1.271057129,1,1,1,1,1,98.56
28:43.7,-0.027065055,0.13815461,0.26208192,0.11054103,0.38522854,-0.175079,-0.45263967,0.5336286,1.1403534,0.12242149,0.102966785,1.2694695,0.1318874,-0.40347838,-0.38574997,0.2430091,-0.38627455,-0.6813963,-0.8281025,-0.34450302,868.315,853.00366,846.55676,867.50916,1021.8315,0.172973633,0.129638672,0.97052002,1.487884521,1.98135376,2.459869385,1,1,1,1,1,98.56
28:44.2,-0.10817792,0.098899715,0.07951319,0.08451287,0.35443825,-0.25596693,-0.50378376,0.4691827,1.1403534,-0.06134267,-0.19654427,1.2313522,0.16292332,-0.40281266,-0.33941558,0.3012407,-0.339659,-0.6088546,-0.8120967,-0.29491657,849.7802,852.6007,850.989,836.4835,728.49817,0.159790039,0.125671387,0.97454834,0.538330078,1.95892334,1.884155273,1,1,1,1,1,98.56
28:44.7,-0.16293736,-0.013613413,-0.051039927,0.124177255,0.425511,-0.31771237,-0.584831,0.6544323,1.1190965,-0.026282966,0.034465205,1.2311001,0.15068024,-0.33270422,-0.30435246,0.2861946,-0.28135484,-0.61353755,-0.79087675,-0.26479572,859.45056,856.2271,849.7802,863.0769,1051.2454,0.161804199,0.126403809,0.973327637,1.256103516,2.751464844,2.130889893,1,1,1,1,1,98.56
28:45.2,-0.11848063,-0.07416885,-0.12577318,0.050666135,0.48183885,-0.387304,-0.34309793,0.66025245,1.0392114,-0.039669216,0.26907092,1.2242192,0.14907101,-0.29485872,-0.23673502,0.2678702,-0.36261615,-0.6251992,-0.7239535,-0.25570562,850.989,856.2271,849.7802,845.34796,947.28937,0.164306641,0.126342773,0.967346191,1.06918335,3.364562988,2.444915771,1,1,1,1,1,98.56
28:45.8,-0.1322157,0.04621447,-0.1736574,0.23657474,0.51052153,-0.2850027,-0.25745356,0.8309225,1.1946462,0.18239105,0.25480458,1.2947763,0.13208076,-0.2798058,-0.23867714,0.18989392,-0.43450645,-0.7156998,-0.72965723,-0.24770318,845.34796,850.989,848.1685,827.2161,675.31134,0.166931152,0.12689209,0.97277832,0.358886719,2.878570557,1.809387207,1,1,1,1,1,98.56
28:46.3,0.12493842,0.048488673,-0.17092988,0.4006966,0.55772936,-0.120731935,-0.27923948,0.8124185,1.1964949,0.28592938,0.25601384,1.2948849,0.13130608,-0.3169807,-0.2900545,0.14315148,-0.51086134,-0.7311496,-0.7232025,-0.21452059,838.49817,855.0183,850.989,815.12823,666.4469,0.161499023,0.124145508,0.972106934,0.515899658,2.459869385,2.355194092,1,1,1,1,1,98.56
28:46.8,0.0975508,-0.047195584,-0.19645424,0.35021585,0.38473058,-0.09724174,-0.34535536,0.7221371,1.1702611,0.29196185,0.17833063,1.3284582,0.113581344,-0.288194,-0.41837487,0.098468944,-0.45653802,-0.71991426,-0.79996175,-0.18617047,842.9304,850.18317,844.5421,838.0952,1002.0879,0.157836914,0.127258301,0.972351074,0.665435791,2.145843506,2.041168213,1,1,1,1,1,98.56
28:47.3,0.11022051,-0.22963999,-0.039365042,0.2934583,0.36070114,-0.17197774,-0.26108953,0.431559,1.1191715,0.30371305,0.07840415,1.1012894,0.076845035,-0.34179524,-0.41393027,0.15568858,-0.3660227,-0.68039566,-0.8338645,-0.16750972,867.9121,856.2271,846.55676,877.1795,1084.6886,0.16015625,0.125,0.968383789,0.732727051,3.663635254,2.407531738,1,1,1,1,1,98.56
28:47.8,0.030153219,0.07769761,0.1108977,0.27293617,0.40630367,-0.06886428,-0.098466516,0.52218056,0.83110225,0.22057047,0.28088158,1.4398099,0.0816184,-0.36146644,-0.3579675,0.18015386,-0.30655584,-0.6103957,-0.9337921,-0.23164529,850.18317,855.0183,846.9597,838.9011,749.85345,0.163513184,0.124206543,0.969970703,0.770111084,2.444915771,2.766418457,1,1,1,1,1,98.56
28:48.3,0.10313005,0.41172564,0.3129072,0.4225141,0.65902036,0.2443488,0.09506664,0.88833094,0.9593497,0.56678027,0.6088433,1.5451181,0.04509383,-0.28222063,-0.3473342,0.2582818,-0.34360346,-0.61218685,-0.9789098,-0.2807124,834.4689,854.21246,854.21246,825.2015,604.7985,0.158813477,0.125610352,0.975585938,0.545806885,2.145843506,2.82623291,1,1,1,1,1,98.56
28:48.8,0.25080815,0.449364,0.28593287,0.47559783,0.64945376,0.29321605,0.062121212,0.9743467,0.9727461,0.5802965,0.6080143,1.5476927,0.093279734,-0.2942854,-0.37048373,0.27517518,-0.35586512,-0.59291685,-0.98735076,-0.343374,846.1539,856.63007,851.79486,837.28937,917.47253,0.156494141,0.126220703,0.971984863,1.256103516,2.646789551,2.766418457,1,1,1,1,1,98.56
28:49.3,0.4309703,0.3553908,0.1885818,0.38762817,0.55458295,0.17637852,-0.071343996,0.87696326,1.024066,0.5802965,0.59015656,1.5261724,-0.0103747,-0.35411954,-0.37505922,0.23521228,-0.4291428,-0.62347496,-0.9340075,-0.37468112,849.3773,849.3773,847.76556,860.65936,1108.4615,0.159973145,0.124755859,0.971435547,0.620574951,3.611297607,2.444915771,1,1,1,1,1,98.56
28:49.8,0.47043985,0.055101797,-0.073920235,0.27570593,0.28597286,-0.2000604,-0.54705435,0.4948738,1.0618414,0.28593698,0.2765139,1.2735643,0.014803254,-0.53588337,-0.36382085,0.1920928,-0.44086465,-0.66979504,-0.91284555,-0.44050506,843.3333,861.4652,852.1978,826.4103,648.315,0.161376953,0.124816895,0.968994141,0.575714111,2.100982666,3.222503662,1,1,1,1,1,98.56
28:50.4,0.42305607,0.4257754,-0.029263854,0.06558717,0.3012848,-0.34639353,-0.5057297,0.53392994,1.1303633,0.017424371,0.2047358,1.2926844,-0.06249703,-0.43157592,-0.3605066,0.20233132,-0.49229318,-0.77530223,-0.87709403,-0.49527818,846.55676,855.82416,849.7802,821.1722,581.02563,0.156066895,0.124206543,0.973632813,0.500946045,2.153320313,2.325286865,1,1,1,1,1,98.56
28:50.9,0.24251358,0.514823,0.1316275,0.036749423,0.37234545,-0.15076111,-0.24264842,0.7503522,1.1315886,0.36534932,0.26970083,1.4585295,0.10069071,-0.3175352,-0.37730372,0.24602747,-0.4808533,-0.83513165,-0.8722368,-0.43688244,834.87177,842.9304,855.42126,833.663,840.5128,0.150939941,0.128662109,0.974487305,1.158905029,2.646789551,3.050537109,1,1,1,1,1,98.55
28:51.4,0.3940199,0.84542626,0.20323433,0.031134356,0.36480105,-0.06896808,-0.22254159,0.81588453,1.0749204,0.44780856,0.34308162,1.4469572,0.2073679,-0.22715405,-0.33279818,0.3158043,-0.31346273,-0.76712966,-0.70040953,-0.3184188,854.21246,847.3626,847.3626,854.21246,1121.3553,0.154663086,0.126220703,0.969909668,0.710296631,3.222503662,2.557067871,1,1,1,1,1,98.55
28:51.9,0.4497887,0.75029385,0.1008777,0.20996906,0.31158715,-0.09622006,-0.36600724,0.6898583,1.0544598,0.44780856,0.24519558,1.4674894,0.21327701,-0.23728456,-0.27700812,0.275111,-0.2703287,-0.6012508,-0.60705286,-0.25683802,853.8095,844.94507,848.1685,861.06226,885.64105,0.164123535,0.127563477,0.970947266,0.620574951,2.631835938,1.428070068,1,1,1,1,1,98.55
28:52.4,0.42103666,0.68642324,-0.10405412,0.15583453,0.274939,-0.29773828,-0.58409077,0.5555046,1.3367629,0.30187562,0.14555329,1.3749326,0.04223002,-0.28173545,-0.3567059,0.2510995,-0.31744927,-0.63139814,-0.6573228,-0.28331083,834.4689,855.0183,851.39197,811.50183,601.978,0.164428711,0.126525879,0.973022461,1.517791748,1.757049561,2.295379639,1,1,1,1,1,98.55
28:52.9,0.49411657,0.12028776,-0.48000473,0.50138,0.3418432,-0.45988873,-0.57780117,0.62277013,1.3355091,-0.045202542,-0.006100691,1.3670553,0.019874394,-0.32175454,-0.35516983,0.25017735,-0.418174,-0.6401214,-0.7851234,-0.33683288,849.7802,850.18317,846.55676,833.663,807.47253,0.155822754,0.125549316,0.971984863,0.545806885,2.250518799,2.093505859,1,1,1,1,1,98.55
28:53.5,0.5121248,-0.05668697,-0.44199818,0.5502812,0.49123657,-0.55058587,-0.500944,0.8521773,1.3484198,-0.13903385,-0.0453759,1.3902444,0.05651685,-0.35349426,-0.41175774,0.3186013,-0.530907,-0.67595,-0.869638,-0.41774377,846.1539,851.79486,852.1978,856.2271,1110.0732,0.153442383,0.127197266,0.975036621,1.330871582,3.080444336,2.429962158,1,1,1,1,1,98.55
28:54.0,0.5096752,-0.115562364,-0.30976248,0.56683695,0.45501465,-0.4842246,-0.5737865,0.8691125,1.2236915,0.12696043,-0.036961146,1.2776779,0.08100817,-0.37912753,-0.41622975,0.22747652,-0.50048786,-0.5989406,-0.67579573,-0.4231235,853.00366,846.55676,848.1685,868.71796,964.61536,0.156555176,0.124938965,0.971130371,0.949554443,3.633728027,2.332763672,1,1,1,1,1,98.55
28:54.5,0.22306363,-0.13064393,-0.13187055,0.3441464,0.5101584,-0.5271874,-0.60576755,0.88291943,1.3297715,0.15001848,-0.029296024,1.3411838,0.14580257,-0.39378053,-0.4314407,0.16312157,-0.5189225,-0.57611024,-0.53400123,-0.31240124,834.87177,854.61536,851.39197,818.7546,643.8828,0.159973145,0.126159668,0.971313477,0.598144531,2.018737793,2.998199463,1,1,1,1,1,98.55
28:55.0,0.106734924,-0.10958269,-0.17403664,0.19470605,0.4112732,-0.5085482,-0.64528173,0.66487163,1.3308132,0.15001848,-0.0350662,1.2972449,0.17558171,-0.4020331,-0.47129685,0.07710819,-0.41742587,-0.57796353,-0.5454087,-0.25821343,863.8828,860.65936,854.61536,866.30035,1108.4615,0.156982422,0.127441406,0.965087891,0.284118652,2.190704346,1.966400146,1,1,1,1,1,98.55
28:55.5,0.26972368,-0.08528292,-0.05242684,0.20539953,0.43644473,-0.59710824,-0.5881808,0.58607256,1.2626891,-0.03492279,-0.08287476,1.2794615,0.25030583,-0.37807935,-0.45192167,0.13551763,-0.41781336,-0.6149399,-0.68776566,-0.32281896,859.45056,844.5421,841.31866,859.45056,1081.4652,0.152954102,0.127868652,0.971069336,0.829925537,2.527160645,2.437438965,1,1,1,1,1,98.55
