augmentation_couple,augmentation_1,augmentation_2,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,average
Noise_Noise,Noise,Noise,0.8836614489555359,0.9002302289009094,0.8505747318267822,0.8505747318267822,0.8837803602218628,0.8337595462799072,0.8669396042823792,0.8671096563339233,0.8837506771087646,0.8671096563339233,0.8687490224838257
Noise_Scaling,Noise,Scaling,0.9003831148147583,0.900357723236084,0.9004848003387451,0.8836911916732788,0.8672453165054321,0.8671774864196777,0.883631706237793,0.8836911916732788,0.900357723236084,0.8669736385345459,0.885399341583252
Noise_Magnitude Warp,Noise,Magnitude Warp,0.9168797731399536,0.8670756816864014,0.8837506771087646,0.8672792315483093,0.9169010519981384,0.751655638217926,0.8673469424247742,0.8836911916732788,0.883780300617218,0.9170283079147339,0.8755389451980591
Noise_Random Sampling,Noise,Random Sampling,0.9335208535194397,0.9169222712516785,0.8504601120948792,0.9169435501098633,0.9002812504768372,0.8837209343910217,0.9501661062240601,0.8669736385345459,0.900357723236084,0.9002557396888733,0.9019602537155151
Noise_Flip,Noise,Flip,0.9003831148147583,0.9169434905052185,0.8506510257720947,0.8837209343910217,0.8838099837303162,0.9003576636314392,0.8837803602218628,0.900357723236084,0.8672792315483093,0.8838692903518677,0.8871152997016907
Noise_Drop,Noise,Drop,0.9335548281669617,0.950178861618042,0.9336057305335999,0.9169647693634033,0.8838692903518677,0.9335378408432007,0.8838099837303162,0.8672453165054321,0.9003322124481201,0.8672792315483093,0.9070378541946411
Noise_Time Warp,Noise,Time Warp,0.9168797731399536,0.9004340171813965,0.8671436309814453,0.9003576636314392,0.9169647693634033,0.8340990543365479,0.7847682237625122,0.8177415132522583,0.8670417070388794,0.8174623250961304,0.8622892498970032
Noise_Permutation,Noise,Permutation,0.8670756816864014,0.9002812504768372,0.8670417070388794,0.8671435713768005,0.900306761264801,0.9002302289009094,0.9002047181129456,0.8836911916732788,0.9002047181129456,0.900306761264801,0.8886486887931824
Noise_Negation,Noise,Negation,0.9335378408432007,0.8338021039962769,0.9169222712516785,0.8504983186721802,0.8503453731536865,0.8506510257720947,0.8671774864196777,0.8837209343910217,0.800256073474884,0.8837209343910217,0.8670632243156433
Noise_Channel_Shuffle,Noise,Channel_Shuffle,0.9004085659980774,0.900306761264801,0.8506510257720947,0.9002812504768372,0.8837209343910217,0.9501533508300781,0.900306761264801,0.9168797731399536,0.9002047181129456,0.883631706237793,0.8986544609069824
Noise_Noise+Scaling,Noise,Noise+Scaling,0.9169647693634033,0.9501661062240601,0.9170071482658386,0.9004085659980774,0.8506510257720947,0.9169435501098633,0.9501915574073792,0.8837209343910217,0.9002557396888733,0.8339719176292419,0.9020282030105591
Noise_Mag_warp+Noise,Noise,Mag_warp+Noise,0.8669055700302124,0.8175089359283447,0.8836614489555359,0.8670756816864014,0.8340142965316772,0.8671774864196777,0.8339719176292419,0.9002812504768372,0.9168372750282288,0.8338021039962769,0.8621236085891724
Noise_scaling+flip,Noise,scaling+flip,0.9168797731399536,0.8836019039154053,0.9169647693634033,0.9335718154907227,0.900357723236084,0.8504219055175781,0.9003322124481201,0.8504601120948792,0.9169222712516785,0.9169222712516785,0.8986434936523438
Scaling_Noise,Scaling,Noise,0.9169647097587585,0.8672453165054321,0.9005101919174194,0.900357723236084,0.7840531468391418,0.9004340171813965,0.8839285373687744,0.8341836929321289,0.8671435713768005,0.8836614489555359,0.8738482594490051
Scaling_Scaling,Scaling,Scaling,0.8506128787994385,0.8343104720115662,0.8505365252494812,0.900306761264801,0.8669396042823792,0.9003322124481201,0.8833931088447571,0.8504601120948792,0.9003322124481201,0.9002557396888733,0.8737480044364929
