Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38
03:16.4,1.4587239,0.5281153,0.25543496,1.3179903,1.170108,0.012339002,-0.20632143,0.81026715,1.581234,0.50041765,0.47304592,1.2872217,0.68740124,0.3416201,0.29400685,0.61971307,0.46372834,0.07115035,-0.001925734,0.20036004,882.01465,847.76556,846.9597,886.4469,939.6337,-0.104309082,0.080444336,0.985412598,0.695343018,2.317810059,2.796325684,1,1,1,1,1,61.64
03:16.9,1.4587239,0.13437165,0.2582967,1.2029349,1.170108,-0.09642436,-0.1759449,0.7789373,1.581234,0.52542996,0.6739329,1.3513908,0.68740124,0.3753366,0.18915854,0.5657297,0.46372834,0.06936523,-0.02878642,0.101206504,854.61536,844.5421,862.674,843.73627,826.8132,-0.101135254,0.084960938,0.98638916,3.162689209,2.332763672,6.998291016,1,1,1,1,1,61.64
03:17.4,1.7364495,-0.101093285,0.445216,1.1798701,1.4613117,0.2869469,0.1631463,0.7554877,1.5960506,0.7702702,0.746847,1.2915878,0.4860488,0.4048958,0.09000261,0.57064694,0.28505975,0.084256515,-0.011957157,0.102914944,823.1868,847.3626,859.45056,833.2601,792.96704,-0.108032227,0.081542969,0.981811523,-0.254211426,3.723449707,0.897216797,1,1,1,1,1,61.64
03:17.9,1.6415133,0.3334827,0.6509885,1.072288,1.3590522,0.3736374,0.33759463,0.80325913,1.7013215,0.755199,0.7226272,1.4168276,0.44503897,0.39703062,0.15006149,0.29020494,0.3106158,0.0630706,-0.026737092,0.003630725,833.2601,849.7802,838.9011,836.4835,783.2967,-0.098022461,0.077514648,0.983459473,1.742095947,4.007568359,2.751464844,1,1,1,1,1,61.64
03:18.4,1.015971,0.48999938,0.62209946,0.66935617,1.1668146,0.48358142,0.34462413,0.6344412,1.6997938,0.7508204,0.6940938,1.3593895,0.5793005,0.33932585,0.18232378,0.42432955,0.32778728,0.018036839,-0.004194371,-0.001808996,873.95605,858.24176,847.76556,862.27106,859.45056,-0.110412598,0.077636719,0.981750488,0.560760498,1.786956787,1.555175781,1,1,1,1,1,61.64
03:18.9,1.1281282,0.45125103,0.50268275,0.94284046,0.9811617,0.26467386,0.15118816,0.67408025,1.4143816,0.5245561,0.28355363,1.3629916,0.47709438,0.3212723,0.22732534,0.41570184,0.2700846,-0.009512409,0.08601266,-0.009321928,818.7546,864.2857,848.97437,823.1868,797.8022,-0.098510742,0.072753906,0.986206055,0.770111084,2.302856445,1.943969727,1,1,1,1,1,61.64
03:19.4,1.0685827,0.16098686,0.11337317,0.91091025,0.8998179,0.13621967,-0.07013754,0.6913722,1.2448509,0.18884476,0.29125887,1.3451172,0.4583572,0.4179811,0.24070454,0.3683557,0.25088564,0.07750239,0.08422355,-0.026958168,802.23444,846.9597,837.28937,819.15753,819.5604,-0.109008789,0.075622559,0.984313965,1.106567383,2.228088379,2.706604004,1,1,1,1,1,61.64
03:19.9,1.0607159,0.199471,0.03233849,0.9246492,0.7891412,-0.12349496,0.075019516,0.76788414,1.2079031,0.19910774,0.42408317,1.2325312,0.42651016,0.44157997,0.2944799,0.32754788,0.24065082,0.10614988,0.17468272,-0.057137914,858.24176,859.0476,866.30035,872.74725,910.2198,-0.112976074,0.069213867,0.987121582,0.471038818,4.613189697,2.00378418,1,1,1,1,1,61.64
03:20.4,0.715706,0.26761064,0.09681284,0.7388115,0.5982958,-0.21445115,0.08744315,0.8065549,1.2100667,0.24302457,0.48207882,1.2437521,0.532899,0.38725352,0.32263365,0.31143537,0.3448048,0.13143513,0.14369673,-0.017355248,900.9524,868.71796,862.674,888.86444,960.18317,-0.104614258,0.090515137,0.984924316,1.749572754,1.084136963,3.887939453,1,1,1,1,1,61.64
03:20.9,0.5859366,0.44327003,0.102250576,0.9233303,0.6524495,-0.15726335,0.09078528,0.905336,1.1926244,0.23938581,0.5979301,1.2466884,0.5738737,0.35673115,0.31725103,0.34669238,0.33506623,0.08007937,0.18690689,-0.018474769,874.35895,851.39197,842.52747,862.27106,847.76556,-0.104370117,0.076721191,0.984558105,-0.06729126,1.951446533,1.764526367,1,1,1,1,1,61.64
