Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40
17:02.3,1.4529364,1.8393676,1.5902976,1.5648153,0.5913671,0.2803755,0.6574417,0.756687,1.526438,0.47895178,0.49394935,1.4992949,0.4259146,0.004325456,-0.12209637,0.42242113,-0.028078802,-0.7132939,-0.9303429,0.15208375,850.58606,852.6007,853.8095,851.39197,788.93774,82.000015,0,-0.268249512,0.15447998,0.935852051,0.254211426,1.764526367,2.056121826,1,1,1,1,1,94.03
17:02.9,1.4793217,1.668147,1.2655648,1.5760725,1.0505726,0.4109621,0.3630418,1.0400017,1.4903206,0.44800076,0.43966684,1.5328931,0.3881348,-0.03611351,-0.16575785,0.3814267,-0.07095793,-0.73007286,-0.9026837,0.107790396,842.9304,840.9158,842.52747,855.0183,885.64105,90.00001,0,-0.272338867,0.152526855,0.941101074,0.515899658,2.601928711,1.712188721,1,1,1,1,1,94.03
17:03.4,1.286754,0.7127659,0.7412984,1.4021639,1.0007052,0.41234896,-0.41137484,1.0562238,1.5075122,0.26580504,0.14960876,1.5253143,0.3036809,-0.12871833,-0.34136057,0.2888023,-0.16315341,-0.6317609,-0.89534396,-0.05268899,843.73627,846.1539,846.1539,840.5128,817.5458,100,0,-0.26739502,0.154846191,0.940002441,0.93460083,3.140258789,2.347717285,1,1,1,1,1,94.03
17:03.9,1.2238538,0.5129602,0.69076025,1.3823503,0.9968548,0.44670463,-0.52990127,1.0492946,1.4877683,0.22088648,0.18057737,1.5285331,0.17457454,-0.12546408,-0.40708983,0.17875555,-0.32114205,-0.60600644,-0.9327833,-0.22051987,845.34796,852.6007,844.1392,839.707,815.9341,100,0,-0.264770508,0.147949219,0.940246582,0.254211426,2.115936279,1.95892334,1,1,1,1,1,94.03
17:04.4,0.875334,0.43664956,0.34201825,1.0230924,0.57705534,0.30204666,-0.2943522,0.562145,1.3089509,0.32647413,0.22898956,1.4372276,0.18864202,-0.15187755,-0.31265485,0.19808891,-0.29030067,-0.60011816,-0.97590536,-0.26122376,840.10986,841.31866,844.1392,841.31866,868.315,100,0,-0.265319824,0.154907227,0.942810059,0.814971924,3.132781982,2.990722656,1,1,1,1,1,94.03
17:04.9,1.163853,0.37089962,0.2302617,1.1480715,0.594195,0.113196425,-0.25999305,0.47326037,1.2069398,0.47704095,0.16712861,1.241603,0.25471315,-0.09350001,-0.1644782,0.20859575,-0.21737172,-0.70225626,-0.944496,-0.30019206,857.4359,844.94507,849.7802,847.3626,922.71063,100,0,-0.272827148,0.154174805,0.942138672,0.732727051,2.714080811,2.930908203,1,1,1,1,1,94.03
17:05.4,1.1547135,0.24277005,0.18713753,1.1268173,0.6017191,0.05474451,-0.1732878,0.49721733,1.1774049,0.4776319,0.13249385,1.1641548,0.27249867,-0.060464885,-0.16974886,0.20448765,-0.21275343,-0.7197374,-0.88940686,-0.36372378,841.31866,844.5421,840.9158,842.52747,857.03296,100,0,-0.264648438,0.15411377,0.94744873,0.568237305,2.796325684,1.839294434,1,1,1,1,1,94.03
17:05.9,1.1276159,0.47739694,0.4890837,1.0841198,0.4903962,0.017412242,-0.17421159,0.44292036,1.1404061,0.43559217,0.12057254,1.1989001,0.17220068,-0.03016574,-0.17512992,0.17359704,-0.2759466,-0.6132347,-0.73324424,-0.41805136,837.28937,848.5714,847.3626,834.87177,821.1722,100,0,-0.267456055,0.151367188,0.94354248,1.009368896,2.594451904,2.661743164,1,1,1,1,1,94.03
17:06.4,0.5823835,0.60955745,0.63461494,0.5514843,0.24420917,0.057612307,-0.038500503,0.20851628,1.108092,0.33570623,0.06255059,1.1405312,0.13048302,-0.086683795,-0.28812253,0.21667063,-0.4145023,-0.59266156,-0.6217977,-0.429023,840.5128,855.42126,850.58606,842.9304,831.2454,100,0,-0.264648438,0.15411377,0.940856934,0.082244873,2.385101318,2.033691406,1,1,1,1,1,94.02
17:06.9,0.49859104,0.6825283,0.6576247,0.48137197,0.2364986,0.18164347,-0.078683406,0.19045803,1.2714838,0.24970447,0.03223418,1.2355548,0.2245012,-0.09403662,-0.3576568,0.2914403,-0.46177927,-0.6085031,-0.63846225,-0.32096517,842.1245,844.5421,852.6007,842.1245,878.7912,100,0,-0.264343262,0.151062012,0.939575195,0.485992432,3.215026855,2.968292236,1,1,1,1,1,94.02
17:07.5,0.37828675,0.59920454,0.5555172,0.49481654,0.21123648,0.21824996,-0.052093927,0.15415217,1.2369438,0.23254324,0.01598098,1.16316,0.27813363,-0.17299192,-0.4257167,0.30244473,-0.45203382,-0.68228716,-0.65937936,-0.30442193,837.6923,836.08057,839.304,838.0952,825.2015,100,0,-0.264343262,0.151123047,0.945800781,0.657958984,2.280426025,1.689758301,1,1,1,1,1,94.02
17:08.0,0.33938283,0.49599728,0.31619415,0.48932716,0.41076723,0.24120873,-0.09627335,0.27024028,1.201964,0.28799942,0.045655817,1.1185266,0.30172604,-0.20020363,-0.40183982,0.29334515,-0.32178274,-0.6192298,-0.8094931,-0.36191702,851.39197,860.2564,850.18317,843.3333,819.5604,100,0,-0.265014648,0.153930664,0.936157227,0.194396973,3.237457275,2.549591064,1,1,1,1,1,94.02
17:08.5,0.24778642,0.6923611,0.27346808,0.47445166,0.42985693,0.3140642,-0.028940292,0.3600359,1.2540073,0.320793,0.14109974,1.2337679,0.26587972,-0.2610566,-0.3728469,0.26394495,-0.30296513,-0.55644226,-0.71372414,-0.50594455,848.1685,859.0476,848.1685,843.73627,815.9341,100,0,-0.264892578,0.15057373,0.944824219,1.188812256,2.138366699,1.390686035,1,1,1,1,1,94.02
17:09.1,0.1417649,0.68455404,0.35592687,0.35182962,0.47056937,0.30430204,-0.06434997,0.44086745,1.2294451,0.33354855,0.11986755,1.2362958,0.25340003,-0.2505154,-0.38876963,0.31923154,-0.28302333,-0.5825802,-0.70648116,-0.37474006,861.4652,855.0183,846.1539,864.68866,869.12085,100,0,-0.261413574,0.147399902,0.944335938,1.472930908,2.930908203,0.994415283,1,1,1,1,1,94.02
17:09.6,0.5903177,0.620286,0.62692636,0.66913074,0.301985,0.16347913,0.0484701,0.5076322,1.2057372,0.29409534,0.15463933,1.2485093,0.26674944,-0.13577838,-0.4001897,0.36459276,-0.24399506,-0.7321815,-0.76689273,-0.2797623,833.663,840.9158,844.1392,839.707,851.79486,100,0,-0.265075684,0.157348633,0.942565918,0.777587891,2.631835938,2.086029053,1,1,1,1,1,94.02
17:10.1,0.7363771,0.56068116,0.73355806,0.7828834,0.30871743,0.056846377,0.034751277,0.45325738,1.0780928,0.23200223,0.15651268,1.2306976,0.28003666,-0.059006672,-0.39365247,0.39938492,-0.1780075,-0.8299142,-0.9393541,-0.16838679,845.7509,849.7802,846.55676,840.9158,849.7802,100,0,-0.272705078,0.149353027,0.947509766,0.515899658,3.043060303,2.788848877,1,1,1,1,1,94.02
17:10.6,0.8688596,0.5858168,0.67773473,0.9344381,0.5820408,0.030121641,-0.07549473,0.5532549,1.1260748,0.16600244,0.11700681,1.097195,0.3788094,-0.058657695,-0.36418912,0.4127401,-0.15526962,-0.7820768,-1.1363952,-0.19197606,812.3077,868.315,846.1539,806.6667,882.01465,100,0,-0.268066406,0.155151367,0.944763184,0.986938477,2.714080811,2.310333252,1,1,1,1,1,94.02
17:11.1,0.8530122,0.9932354,0.6531585,0.9530098,0.64398986,0.2956677,-0.16739312,0.48849535,1.137768,0.20074779,0.002070266,1.039521,0.40449697,-0.119719416,-0.43223092,0.38475183,-0.11361872,-0.6758146,-1.1110017,-0.14304619,904.57874,841.31866,857.03296,907.8022,820.3663,100,0,-0.264526367,0.149597168,0.941894531,0.762634277,2.609405518,1.734619141,1,1,1,1,1,94.02
17:11.6,0.88938,1.087546,0.96137625,1.0299121,0.7782344,0.32270077,0.08719925,0.5911111,1.1374453,0.16791224,-0.16290212,1.004032,0.43537566,-0.1986655,-0.4686885,0.33364594,-0.09293369,-0.5940748,-0.97160673,-0.18947914,850.58606,849.3773,849.7802,846.1539,799.41394,100,0,-0.256530762,0.146179199,0.941040039,0.396270752,1.420593262,2.011260986,1,1,1,1,1,94.02
17:12.2,1.1694502,1.1436285,0.9576945,1.3055631,0.4268863,0.45945805,0.19877155,0.22554152,0.93312126,0.12409631,-0.13892087,0.8659728,0.34753296,-0.145117,-0.5068153,0.14797312,-0.032859903,-0.6121794,-0.93899846,-0.22803627,854.61536,846.1539,848.1685,849.3773,896.52014,100,0,-0.258361816,0.14666748,0.938537598,0.261688232,1.794433594,1.517791748,1,1,1,1,1,94.02
17:12.7,0.9045141,0.5147113,0.8404442,0.97785306,0.14547361,0.18180822,0.16464192,0.036964733,0.9216478,0.2938336,-0.14071584,0.8626965,0.14803168,-0.077084705,-0.42975175,0.20539467,-0.21178524,-0.6008926,-0.9110136,-0.10187371,846.55676,843.73627,837.28937,836.8865,909.011,100,0,-0.263122559,0.14074707,0.950500488,0.553283691,3.558959961,1.8019104,1,1,1,1,1,94.02
17:13.2,0.74337965,0.5658698,0.33903542,0.82547426,0.16452263,0.18700676,-0.08989512,0.003497177,1.0519992,0.33004642,-0.13707386,1.0340607,0.25009808,-0.09687038,-0.39944783,0.23347056,-0.29327336,-0.63620406,-0.94159585,-0.12269801,840.9158,846.55676,849.3773,835.6777,844.5421,100,0,-0.268249512,0.135986328,0.940002441,0.949554443,2.616882324,1.854248047,1,1,1,1,1,94.02
17:13.7,0.21119349,0.48712343,0.54182404,0.3159981,0.18090564,0.16723578,-0.15467882,0.082763046,1.107736,0.35987282,-0.18419695,1.0446948,0.3286505,-0.10811806,-0.40806815,0.29309484,-0.37127712,-0.6175152,-0.97947,-0.09992395,845.34796,855.0183,850.18317,840.5128,798.20514,100,0,-0.27520752,0.138793945,0.951599121,1.009368896,4.044952393,2.287902832,1,1,1,1,1,94.02
17:14.2,0.16207023,0.4617747,0.60973483,0.30314872,0.3183508,0.22145456,-0.04848578,0.10565803,1.110042,0.42589802,-0.12900306,1.0371723,0.3885551,-0.15568769,-0.3790068,0.22102104,-0.32928863,-0.61158556,-0.99442226,-0.19848777,847.76556,859.85345,851.39197,841.31866,877.98535,100,0,-0.279663086,0.135253906,0.942565918,0.762634277,2.930908203,2.91595459,1,1,1,1,1,94.02
17:14.7,0.06719313,0.2488047,0.5194756,0.24932334,0.25002664,0.16747981,0.07846498,0.12740226,1.1431184,0.30956575,-0.15228932,0.99103326,0.34349594,-0.19794919,-0.40400293,0.22425327,-0.28357506,-0.5908462,-0.89451885,-0.27098194,844.1392,853.4066,846.9597,834.87177,801.02563,100,0,-0.281860352,0.135253906,0.941833496,0.747680664,2.601928711,2.220611572,1,1,1,1,1,94.02
17:15.2,0.071471244,0.04559229,0.2798439,0.3104082,0.15918364,0.07350734,0.07221803,0.000391,1.2826153,0.1954098,-0.06813456,0.9243131,0.26850313,-0.27478084,-0.32678166,0.25676933,-0.2744213,-0.5564511,-0.773894,-0.2694486,842.1245,852.6007,850.18317,851.39197,809.4872,100,0,-0.281860352,0.135986328,0.938720703,1.256103516,2.482299805,1.629943848,1,1,1,1,1,94.02
17:15.7,0.9067864,0.2858014,0.19148904,0.8787794,0.13500711,0.027161852,0.026257558,0.14245051,1.2858821,0.20705111,0.09554076,0.911887,0.34518567,-0.25896156,-0.23513308,0.3639929,-0.31803554,-0.6283798,-0.7128575,-0.18414643,846.1539,834.0659,856.2271,851.39197,800.6227,100,0,-0.281921387,0.142822266,0.944030762,1.136474609,2.75894165,2.362670898,1,1,1,1,1,94.02
17:16.2,0.9713152,0.37510794,0.14838603,0.95882726,0.26029122,0.13632563,0.10312934,0.26740903,1.2905135,0.37985873,0.29266897,1.0164299,0.35627446,-0.2585455,-0.17487097,0.3687404,-0.2958352,-0.7018595,-0.7382568,-0.099956445,846.1539,849.7802,843.3333,844.94507,895.7143,100,0,-0.285644531,0.138549805,0.954528809,0.904693604,2.833709717,2.325286865,1,1,1,1,1,94.02
17:16.8,1.0567292,0.48703927,0.12936884,0.9886641,0.39063057,0.20418933,0.09364329,0.34829023,1.1113142,0.4173496,0.46879146,1.039549,0.48935947,-0.24156411,-0.15521665,0.36934614,-0.113180965,-0.774467,-0.75471073,-0.017706933,831.6484,841.31866,841.31866,829.2308,831.2454,100,0,-0.287780762,0.13861084,0.937805176,0.919647217,2.73651123,2.572021484,1,1,1,1,1,93.98
17:17.3,0.81198955,0.43630022,0.11423962,0.752631,0.34605485,0.10878151,0.0681533,0.28172275,0.9833698,0.40691414,0.46879146,0.99259865,0.45097515,-0.30871856,-0.24671759,0.32527256,0.032427054,-0.73506874,-0.8217319,-0.04619705,846.55676,838.0952,838.0952,848.97437,800.6227,100,0,-0.286071777,0.143249512,0.939697266,1.166381836,3.222503662,2.89352417,1,1,1,1,1,93.98
