Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40
42:30.1,-0.10720965,-0.18943557,-0.4948544,-0.17511865,-0.17835286,-0.62838334,-0.7419361,-0.22888717,0.8953976,-0.25372863,-0.1893448,0.99828035,0.2506154,-0.28472757,-0.026209788,0.33116958,-0.0676648,-0.36613342,-0.25481644,-0.06609303,844.94507,856.2271,848.97437,955.7509,1018.20514,92.00001,0,0.161560059,0.063903809,0.977478027,1.031799316,2.362670898,2.422485352,1,1,1,1,1,90.58
42:30.6,-0.35674405,-0.1759502,-0.37360713,-0.17261505,-0.11966837,-0.5649828,-0.60124725,0.067810126,0.8175489,-0.13733119,-0.31036535,0.92661965,0.22966634,-0.27517876,-0.0994479,0.37929097,-0.081315055,-0.41113594,-0.24639018,-0.077753514,835.2747,848.1685,854.21246,855.0183,981.9414,100,0,0.158569336,0.067382813,0.977600098,1.480407715,3.043060303,1.98135376,1,1,1,1,1,90.58
42:31.1,0.16271256,-0.25527623,-0.5512416,-0.049363986,0.003759451,-0.46034086,-0.7635725,0.1144047,0.9727417,-0.13733119,-0.34151986,0.911889,0.25788468,-0.22486109,-0.17948936,0.36365214,-0.13416788,-0.30727315,-0.23995186,-0.08764804,866.7033,850.18317,843.3333,809.89014,711.5751,100,0,0.15612793,0.067016602,0.981445313,1.472930908,3.162689209,2.0262146,1,1,1,1,1,90.58
42:31.6,0.22707939,-0.17803654,-0.27095926,0.039796557,0.037963226,-0.45867077,-0.7643024,0.21439363,0.96468663,-0.19089732,-0.33761576,0.82223195,0.27888042,-0.22666086,-0.17773901,0.21295935,-0.113189474,-0.21681787,-0.21571231,-0.029059121,850.58606,841.31866,853.8095,704.7253,778.0586,100,0,0.154846191,0.064758301,0.978942871,1.016845703,2.527160645,2.093505859,1,1,1,1,1,90.58
42:32.1,0.2224113,-0.110916644,-0.30109337,0.010456859,-0.05027653,-0.42582345,-0.80949533,0.06312332,0.96081144,-0.3190941,-0.36215785,0.8352529,0.266243,-0.20244569,-0.12596565,0.17629728,-0.16523995,-0.16662799,-0.27538157,-0.025360119,844.5421,842.1245,855.0183,843.73627,929.5604,100,0,0.156066895,0.069030762,0.976989746,1.293487549,2.534637451,1.809387207,1,1,1,1,1,90.58
42:32.7,0.04440867,-0.15434054,-0.31580725,0.001357575,-0.09739879,-0.347266,-0.629863,-0.004011021,0.9412336,-0.42166558,-0.24831103,0.83541125,0.24444568,-0.2236069,-0.07405988,0.12081146,-0.18035437,-0.20011091,-0.2660892,0.016232708,841.7216,858.6447,864.68866,965.0183,975.4945,100,0,0.161254883,0.067138672,0.97833252,1.218719482,2.265472412,2.661743164,1,1,1,1,1,90.58
42:33.2,0.45968023,-0.22308332,-0.03276159,0.5339043,-0.044954054,-0.3875447,-0.3979478,-0.10032692,1.0478805,-0.39477575,0.21490857,0.9367892,0.36332747,-0.054287527,-0.06785957,0.41646925,0.060030024,-0.28223693,-0.2267017,0.1457365,855.82416,849.7802,848.97437,910.2198,806.6667,100,0,0.16192627,0.067321777,0.976135254,1.009368896,2.504730225,2.332763672,1,1,1,1,1,90.58
42:33.7,0.63777703,-0.34037817,0.17604189,0.7279404,0.2046559,-0.36164218,-0.40411502,0.08343477,1.0648435,-0.24938112,0.26150796,0.9782068,0.45043612,-0.012549009,-0.15510376,0.49771976,0.10252251,-0.39508846,-0.100486115,0.18819277,845.7509,855.0183,852.1978,708.7546,661.2088,100,0,0.164978027,0.067626953,0.97644043,1.652374268,2.549591064,2.684173584,1,1,1,1,1,90.58
42:34.2,1.0809466,0.053542756,0.25865433,1.1580232,0.5119941,-0.45418152,-0.4206141,0.3896909,1.0508332,-0.23361486,0.26150796,1.1114609,0.55091125,0.034384254,-0.16880482,0.53321666,0.13899994,-0.27044168,0.011328711,0.23097321,861.06226,843.73627,848.5714,763.95605,842.52747,100,0,0.157104492,0.070251465,0.979675293,1.794433594,2.945861816,1.93649292,1,1,1,1,1,90.58
42:34.7,1.3394954,0.2906616,0.15675156,1.3849182,0.60454446,-0.39625055,-0.6106204,0.46603003,1.0378858,-0.21331413,0.10278881,1.092288,0.490522,-0.0952374,-0.26847905,0.38964078,-0.07100616,-0.10961337,0.11421868,0.19581729,853.4066,853.8095,853.00366,951.7216,991.6117,94.00001,0,0.15612793,0.067382813,0.979309082,1.256103516,2.654266357,1.697235107,1,1,1,1,1,90.58
