Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38
12:23.8,0.3771359,-0.05038545,-0.3299618,0.1870052,0.27308547,-0.28606024,-0.3948322,0.23873132,0.8033189,0.15796725,0.30159116,0.87060714,0.7456652,0.4144093,0.39576098,0.60158783,0.23055568,0.091463864,0.1555865,0.1081974,847.3626,840.10986,845.34796,842.9304,855.82416,-0.02923584,0.066955566,0.990783691,0.508422852,2.429962158,2.624359131,1,1,1,1,1,59.36
12:24.3,0.92772144,0.36134896,0.65232867,0.87662494,0.25740397,-0.058668934,-0.054040078,0.25244173,0.8761056,0.2366975,0.32346863,0.89333,0.7627988,0.4952573,0.41522592,0.62414837,0.23570924,0.024238812,0.09479569,0.05985862,828.4249,853.4066,846.55676,836.08057,855.82416,-0.029174805,0.069213867,0.988220215,0.657958984,2.086029053,3.102874756,1,1,1,1,1,59.36
12:24.8,1.0988593,0.47586387,0.8571763,1.0723847,0.055830322,0.00889433,0.008075899,0.20172808,0.7658883,0.22897753,0.3068568,0.7762633,0.72389907,0.46812883,0.35164198,0.5140633,0.15830827,-0.028724702,-0.043770924,0.013715325,846.1539,844.1392,834.4689,844.1392,861.8681,-0.028137207,0.06463623,0.989135742,-0.216827393,2.661743164,1.764526367,1,1,1,1,1,59.36
12:25.3,1.3368666,0.71464324,1.2296668,1.3149723,0.31193733,0.024086034,0.31180564,0.54089034,0.78317386,0.22774455,0.3417848,0.94461936,0.68366075,0.39398363,0.3498191,0.47332326,0.13305348,-0.09425041,-0.14354552,-0.039247304,832.8571,854.21246,861.4652,837.6923,836.4835,-0.026672363,0.06439209,0.991699219,0.971984863,3.028106689,2.213134766,1,1,1,1,1,59.36
12:25.8,1.2788744,0.79801416,1.2814192,1.2792711,0.43118322,-0.021186369,0.30083427,0.65756494,0.69510174,0.19352339,0.420918,0.98792046,0.6606552,0.25977457,0.3769774,0.42970467,0.2288494,-0.053226244,-0.1286828,-0.08082319,853.00366,851.79486,849.7802,849.3773,841.31866,-0.028625488,0.064331055,0.988525391,0.239257813,2.639312744,1.95892334,1,1,1,1,1,59.36
12:26.3,1.288298,0.8370766,1.327432,1.2794689,0.4930457,-0.103981726,0.40163586,0.6884948,0.89781904,0.42216873,0.4209224,1.147631,0.5973929,0.19572394,0.3019894,0.46418208,0.2497256,-0.11724802,-0.13301164,-0.12612392,850.58606,857.03296,845.34796,838.0952,839.304,-0.029052734,0.063903809,0.989929199,0.575714111,2.998199463,2.699127197,1,1,1,1,1,59.36
12:26.8,1.3884839,0.80637926,1.3390083,1.3771784,0.51410574,-0.16020742,0.36607656,0.63049626,1.1759273,0.43124887,0.3800487,1.3146794,0.48462272,0.15907596,0.22416905,0.4781752,0.2735326,-0.20752981,-0.21326244,-0.16712637,850.18317,866.7033,866.30035,826.8132,882.01465,-0.026306152,0.065185547,0.993896484,1.099090576,2.609405518,2.676696777,1,1,1,1,1,59.36
12:27.3,1.4638946,0.9085843,1.4112556,1.4507663,0.44769594,-0.15973812,0.4111516,0.49380642,1.178697,0.38156912,0.13087846,1.298082,0.5534795,0.17141162,0.08814903,0.38975507,0.2546348,-0.12977615,-0.10372277,-0.05651094,855.82416,865.4945,848.97437,858.6447,835.2747,-0.026977539,0.068908691,0.991271973,0.86730957,2.422485352,2.220611572,1,1,1,1,1,59.36
12:27.9,1.4432666,0.9777004,1.4190011,1.4579415,0.40172628,-0.119295396,0.4761337,0.39581138,1.1822832,0.27016208,0.2294543,1.298082,0.6454922,0.26767725,0.24258451,0.40487528,0.364001,0.016907051,-0.011204878,0.03759052,833.2601,845.34796,840.10986,833.2601,836.4835,-0.030395508,0.06427002,0.989624023,0.239257813,3.013153076,2.145843506,1,1,1,1,1,59.36
12:28.4,1.2373681,0.92760664,1.2659581,1.2959403,0.33467937,-0.16656396,0.36433843,0.2408159,0.7661892,0.16533068,0.22899288,0.807749,0.68060166,0.23029974,0.3722457,0.39608875,0.31547546,0.033221804,0.07357026,0.039394874,847.76556,860.2564,863.8828,835.2747,846.1539,-0.02935791,0.067199707,0.988098145,0.598144531,2.684173584,2.504730225,1,1,1,1,1,59.36
