Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40
17:04.0,0.9360943,1.6046436,1.5640224,0.7686236,0.56292164,0.7018804,0.25247982,0.31662285,1.012346,0.48342404,0.7408283,1.4986986,0.59066737,0.17474043,0.1134064,0.9094899,-0.011256012,-0.2497469,-0.3585858,0.5121541,859.0476,848.1685,813.91943,840.9158,906.99634,100,0,0.115478516,0.129455566,0.976257324,0.530853271,2.930908203,1.929016113,1,1,1,1,1,53.44
17:04.5,0.86812866,1.8311635,1.7429161,0.63694406,0.70096195,0.9372321,0.3941062,0.4786204,1.0217553,0.5291218,0.8092144,1.4990495,0.63312674,0.13891639,0.22951417,0.9557133,-0.031291224,-0.23837739,-0.29735005,0.57861924,849.7802,836.8865,820.3663,862.27106,870.32965,100,0,0.114013672,0.129150391,0.972473145,0.807495117,3.095397949,2.138366699,1,1,1,1,1,53.44
17:05.0,0.9904475,1.9348941,1.7456684,0.96915555,0.7119847,0.951995,0.6068031,0.6205357,0.95341384,0.53449875,0.83928823,1.4687364,0.57143486,0.15250884,0.32135165,0.89981776,0.024383258,-0.2268938,-0.25339857,0.5899293,836.08057,839.304,848.97437,850.18317,774.43225,100,0,0.108276367,0.134338379,0.977355957,0.859832764,2.512207031,2.123413086,1,1,1,1,1,53.44
17:05.5,1.4153656,1.8117306,1.5050184,1.4711035,0.85667235,0.866077,0.84031904,0.8796572,0.96087813,0.38986596,0.75124353,1.2133679,0.49993593,0.19555408,0.30957296,0.70472366,-0.025608717,-0.21788092,-0.20999546,0.6525221,875.9707,824.3956,808.68134,866.30035,794.9817,100,0,0.10546875,0.137268066,0.979064941,1.016845703,3.611297607,2.355194092,1,1,1,1,1,53.44
17:06.0,1.5724013,1.7229781,1.4687965,1.6382141,0.9579463,1.0558395,0.99538314,1.0005072,0.96087813,0.8095868,0.6063466,1.2049466,0.44570282,0.2066283,0.29540807,0.5748304,-0.013881167,-0.25695458,-0.22826304,0.6335965,798.20514,909.011,855.0183,788.5348,873.95605,100,0,0.118469238,0.130371094,0.976745605,0.388793945,3.259887695,1.772003174,1,1,1,1,1,53.44
17:06.5,1.7928557,1.6897764,1.4522526,1.8375804,1.1721969,1.2086537,0.98233306,1.3004801,0.92539227,0.7962461,0.4833858,1.148274,0.4230201,0.17109588,0.20687266,0.63906765,-0.07905067,-0.28277346,-0.27460432,0.675744,881.6117,857.03296,857.03296,877.5824,953.3333,92.00001,0,0.117126465,0.132873535,0.976318359,0.770111084,2.654266357,2.108459473,1,1,1,1,1,53.44
17:07.1,1.477587,1.6897764,1.385443,1.4576569,1.1101995,1.2086537,0.813351,1.2283443,0.9638045,0.7962461,0.32288283,0.9543168,0.6340748,0.17109588,0.11353764,0.6164419,0.059496317,-0.28277346,-0.32479298,0.24361406,854.21246,845.7509,846.55676,865.4945,890.4762,82.000015,0,0.113708496,0.127746582,0.976379395,0.441131592,2.796325684,2.340240479,1,1,1,1,1,53.44
17:07.6,1.3667198,1.7654865,1.1126953,1.4259529,1.0914955,1.4254515,0.61962044,1.2354318,1.10754,0.69714594,0.57417244,0.99305725,0.648038,0.29648873,0.08048107,0.62955713,0.21187012,-0.43696278,-0.25419462,0.4088559,830.4396,838.0952,855.82416,848.1685,797.3993,88.000015,0,0.113037109,0.133178711,0.977355957,1.061706543,2.953338623,2.108459473,1,1,1,1,1,53.44
17:08.1,1.2211372,1.7054509,1.1274142,1.3515391,1.0180458,1.3955905,0.78439003,1.1480714,1.1314671,0.7148019,0.66048807,1.0181259,0.6221766,0.4569295,0.13620822,0.638516,0.20271449,-0.26960897,-0.19228068,0.4268512,820.3663,833.663,844.94507,837.6923,777.25275,98,0,0.111816406,0.132568359,0.975402832,0.665435791,2.841186523,2.265472412,1,1,1,1,1,53.44
17:08.6,1.1987919,1.6624739,1.1909006,1.4130244,0.9723597,1.29442,0.8139422,1.1550925,1.0937972,0.75775754,0.6816024,0.93112564,0.5540129,0.42171526,0.15891968,0.69797975,0.18251844,-0.20017324,-0.21594338,0.49621436,836.8865,848.1685,834.0659,839.304,832.4542,100,0,0.1171875,0.13079834,0.979858398,0.523376465,2.766418457,2.138366699,1,1,1,1,1,53.44
17:09.1,1.0760423,1.4410012,1.3053795,1.2780955,0.78632087,1.0274819,0.82496977,0.95268804,0.970395,0.68860143,0.8995871,0.92496395,0.5168828,0.40590948,0.28098455,0.69961774,0.016001124,-0.20573355,-0.36521977,0.43341452,816.7399,898.5348,861.4652,811.0989,934.3956,100,0,0.124145508,0.133239746,0.975708008,1.286010742,2.093505859,2.542114258,1,1,1,1,1,53.44
17:09.6,1.0756607,1.2882677,1.2359817,1.249865,0.71766746,0.9533741,0.6182993,0.877906,0.8989841,1.0016572,0.88117075,0.9018924,0.4724491,0.30212888,0.27700767,0.70192504,-0.053937305,-0.17983897,-0.3300937,0.43842518,838.9011,840.5128,860.2564,843.3333,784.90845,100,0,0.114685059,0.127746582,0.978942871,0.605621338,2.594451904,2.00378418,1,1,1,1,1,53.44
17:10.1,0.69894564,0.97557503,1.2240151,0.5905072,0.4606074,0.91360056,0.6044131,0.25747678,0.7714201,0.9557407,0.88117075,0.6660927,0.49842143,0.27299818,0.2709133,0.62633705,-0.08264233,-0.23318258,-0.27035466,0.38169095,838.9011,825.6044,863.47986,846.1539,770.80585,100,0,0.113342285,0.131469727,0.974914551,0.246734619,3.087921143,2.086029053,1,1,1,1,1,53.44
17:10.7,0.9424316,1.3035742,1.0344522,0.864062,0.60127383,1.0943992,0.42280635,0.36658844,1.1308684,0.95868087,0.7156354,0.81988233,0.4439495,0.20718549,0.1282202,0.7691603,0.1216027,-0.14252555,-0.23811175,0.41936645,845.7509,858.6447,865.09155,852.1978,765.56775,100,0,0.109924316,0.135070801,0.981933594,1.487884521,3.080444336,2.96081543,1,1,1,1,1,53.44
17:11.2,1.2449648,1.3731492,0.849988,1.2862386,0.8066821,0.8791034,0.24832822,0.7297526,1.0949297,0.60909957,0.50219464,1.0096904,0.5450047,0.20693986,0.030511603,0.92669845,0.09269748,-0.20976295,-0.24672258,0.6775606,879.19415,817.5458,849.7802,878.3883,917.47253,100,0,0.115600586,0.13269043,0.979797363,0.88973999,2.601928711,2.676696777,1,1,1,1,1,53.44
