Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38
41:34.2,0.48420393,0.1603026,0.31843328,0.23934752,0.39798403,0.30660975,0.08084628,0.6103303,1.4766638,0.5984768,0.050007362,1.2618445,0.33181944,1.5601554,-0.03999516,0.38129643,-0.20832172,0.8416279,-0.45916966,-0.16953275,832.4542,852.1978,851.79486,837.28937,818.7546,-0.008483887,0.095581055,0.98638916,0.792541504,2.586975098,2.624359131,1,1,1,1,1,56.53
41:34.7,0.39988822,0.1603026,0.37752414,0.016069666,0.265681,0.30660975,0.1001653,0.51932585,1.2725954,0.5984768,0.14725836,1.0481731,0.37987858,1.5601554,-0.16945533,0.41665766,-0.33672142,0.8416279,-0.46988523,-0.061699834,848.97437,930.3663,846.1539,859.85345,942.0513,-0.007995605,0.095458984,0.985412598,0.530853271,2.220611572,2.205657959,1,1,1,1,1,56.53
41:35.2,0.3705215,0.1603026,0.32122344,0.13109642,0.40580913,0.30660975,0.15333207,0.47508225,1.3197428,0.5984768,0.18070517,1.0799371,0.45796785,1.5601554,-0.22434017,0.5000636,-0.33225182,0.8416279,-0.5887362,0.036604244,850.989,956.1539,849.3773,869.92676,919.0842,-0.014160156,0.095153809,0.986083984,0.530853271,2.863616943,1.996307373,1,1,1,1,1,56.53
41:35.7,0.51824164,0.1603026,0.15060285,0.31709883,0.40725046,0.30660975,-0.10928886,0.26354772,1.3469937,0.5984768,0.15322313,0.7412365,0.52451694,1.5601554,-0.27953973,0.47160918,-0.3015572,0.8416279,-0.41042867,0.043797877,870.7326,873.5531,843.73627,868.315,853.00366,-0.013549805,0.098144531,0.985534668,0.93460083,2.078552246,3.192596436,1,1,1,1,1,56.53
41:36.2,0.7456456,0.1603026,0.10999708,0.76469046,0.34044793,0.30660975,-0.21540357,0.3397749,1.3138399,0.5984768,0.23709159,0.8600103,0.59916407,1.5601554,-0.26154968,0.43582135,-0.2564636,0.8416279,-0.29530567,-0.038266577,861.8681,873.95605,848.5714,838.49817,855.0183,-0.006835938,0.097167969,0.988952637,0.672912598,2.392578125,2.272949219,1,1,1,1,1,56.53
41:36.7,0.7397127,0.1603026,-0.050398793,0.78774303,0.37648994,0.30660975,-0.19091757,0.34322742,1.6332376,0.5984768,0.17814988,1.2106745,0.6325266,1.5601554,-0.23865637,0.479346,-0.28068766,0.8416279,-0.28312317,-0.14216867,829.2308,786.9231,842.52747,822.381,761.13556,-0.007568359,0.095214844,0.985351563,0.620574951,2.355194092,1.98135376,1,1,1,1,1,56.53
41:37.2,0.6679583,0.1603026,0.08795823,0.75202805,0.37541968,0.30660975,-0.04575365,0.3052309,1.6321765,0.5984768,0.18223383,1.1728235,0.66221493,1.5601554,-0.198559,0.5028553,-0.2501645,0.8416279,-0.42729726,-0.09819877,863.47986,920.696,845.34796,877.1795,921.9048,-0.012939453,0.097839355,0.986328125,0.86730957,3.544006348,2.422485352,1,1,1,1,1,56.53
41:37.7,0.47461778,0.1603026,0.039783068,0.4573523,0.44235826,0.30660975,-0.06552307,0.26878422,1.6327974,0.5984768,0.16323742,1.1784208,0.6284301,1.5601554,-0.09539145,0.48009253,-0.24001133,0.8416279,-0.60730594,0.03730251,840.5128,902.96704,852.1978,857.8388,841.7216,-0.010009766,0.098022461,0.989440918,0.852355957,2.474822998,2.557067871,1,1,1,1,1,56.53
41:38.3,0.61041,0.1603026,0.23036264,0.5984828,0.2896787,0.30660975,-0.22553584,0.31702346,1.6451268,0.5984768,0.12704022,1.0995468,0.5719797,1.5601554,-0.04041626,0.48504344,-0.20979251,0.8416279,-0.754247,0.052576587,844.5421,807.8755,850.989,828.8278,751.06226,-0.015319824,0.093200684,0.99041748,0.620574951,3.267364502,2.385101318,1,1,1,1,1,56.53
41:38.8,0.5785536,0.1603026,0.34361315,0.56076586,0.23165177,0.30660975,-0.2801872,0.35836735,1.4806458,0.5984768,0.08850324,0.876062,0.51910114,1.5601554,-0.054813247,0.46007052,-0.11632059,0.8416279,-0.7956398,0.00141857,840.9158,828.4249,848.97437,824.3956,788.5348,-0.008422852,0.096191406,0.987854004,0.725250244,2.280426025,2.482299805,1,1,1,1,1,56.53
