augmentation,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,average
Noise,0.979285717010498,0.979285717010498,0.979285717010498,1.0,0.9585714340209961,0.979285717010498,0.9378571510314941,0.979285717010498,0.9585714340209961,0.9585714340209961,0.9710000157356262
Scaling,0.979285717010498,0.9585714340209961,0.979285717010498,1.0,0.979285717010498,0.9585714340209961,0.9585714340209961,0.979285717010498,0.9585714340209961,0.9378571510314941,0.9689285159111023
Magnitude Warp,0.979285717010498,0.9378571510314941,1.0,0.979285717010498,0.9585714340209961,1.0,0.979285717010498,0.979285717010498,0.979285717010498,0.9585714340209961,0.9751428365707397
Random Sampling,0.9378571510314941,0.979285717010498,0.979285717010498,0.9585714340209961,0.9585714340209961,0.9585714340209961,1.0,0.979285717010498,0.9585714340209961,0.9585714340209961,0.9668571352958679
Flip,0.9378571510314941,0.9585714340209961,0.979285717010498,0.9378571510314941,0.979285717010498,0.9585714340209961,0.9585714340209961,0.979285717010498,0.9378571510314941,0.9585714340209961,0.9585714340209961
Drop,0.9585714340209961,0.9585714340209961,0.9585714340209961,0.979285717010498,0.9585714340209961,0.979285717010498,0.979285717010498,0.979285717010498,0.9585714340209961,0.9585714340209961,0.9668571352958679
TimeWarp,0.9378571510314941,0.9586009979248047,0.9793004989624023,0.9585714340209961,0.979285717010498,0.979285717010498,1.0,0.979285717010498,0.979285717010498,0.979285717010498,0.9730758666992188
Negation,0.979285717010498,1.0,0.9585714340209961,0.9378571510314941,1.0,0.9585714340209961,0.9585714340209961,0.979285717010498,0.979285717010498,0.979285717010498,0.9730714559555054
Channel shuffle,0.979285717010498,0.9585714340209961,0.9585714340209961,1.0,0.979285717010498,1.0,1.0,0.979285717010498,0.979285717010498,0.9585714340209961,0.979285717010498
Permutations,1.0,0.9378127455711365,0.979285717010498,1.0,1.0,0.9585418105125427,0.979285717010498,0.979285717010498,0.979285717010498,0.979285717010498,0.9792783856391907
all,0.9585714340209961,0.979285717010498,0.937901496887207,0.937901496887207,0.9585714340209961,0.937901496887207,0.9586009979248047,0.9586009979248047,0.9585714340209961,0.9585714340209961,0.954447865486145
