Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40
54:32.3,1.3749932,0.8778151,0.639654,1.1263964,0.7903534,0.30898467,0.4014548,1.2728387,1.0235374,0.37660977,0.51621866,1.0927975,0.3945971,0.093946256,0.06649153,0.6696247,-0.1992342,-0.6778463,-0.41531163,0.3449453,871.53845,846.1539,832.0513,1068.9744,898.1319,100,0,-0.141845703,0.18951416,0.963623047,2.467346191,0.08972168,0.762634277,1,1,1,1,1,44.78
54:32.8,1.4369892,0.7554707,0.6782124,1.1263964,0.7067845,0.27160192,0.27978912,1.2728387,1.025626,0.40787828,0.5213473,1.0927975,0.46689245,0.062180523,0.08028784,0.6696247,-0.22931756,-0.6542499,-0.44487455,0.3449453,871.9414,850.18317,848.97437,1040.3663,815.9341,100,0,-0.126281738,0.193969727,0.965637207,0.426177979,1.637420654,1.398162842,1,1,1,1,1,44.78
54:33.3,1.3519243,0.7188557,0.6803362,1.6042328,0.681802,0.3357633,0.20348313,1.0436635,0.90765554,0.40787828,0.42638946,1.1434093,0.4455152,0.078571886,0.11138866,0.38058606,-0.19941847,-0.5510065,-0.3074608,-0.036454953,873.5531,854.61536,853.8095,936.4103,789.34064,100,0,-0.129455566,0.189147949,0.968566895,0.246734619,3.319702148,1.315917969,1,1,1,1,1,44.78
54:33.8,1.1863235,0.8028591,0.8057364,1.7205827,0.5593136,0.24549766,0.088269114,1.081994,0.636806,0.40645653,0.13513814,1.1533507,0.43124261,0.06163242,0.104842775,0.48281944,-0.27505687,-0.55169696,-0.24443775,-0.034714524,865.89746,850.18317,842.52747,977.9121,880,100,0,-0.128601074,0.190429688,0.969116211,0.687866211,2.616882324,2.041168213,1,1,1,1,1,44.78
54:34.3,1.1009105,1.2408366,1.0009009,1.687825,0.53455985,0.2989181,0.016906124,1.1629847,0.77040124,0.42931297,0.3263101,1.1780149,0.32413965,0.043306954,0.08331087,0.40899932,-0.32071206,-0.5194951,-0.19799401,0.031578798,829.2308,848.1685,825.6044,942.0513,782.0879,100,0,-0.124816895,0.192687988,0.964599609,0.426177979,2.205657959,1.712188721,1,1,1,1,1,44.78
54:34.8,1.3802373,1.2547054,0.9890509,1.6466441,0.6714725,0.23941109,0.008287502,1.13158,0.7754138,0.50597084,0.35877806,1.1406214,0.3258792,0.09352161,0.08165799,0.5606938,-0.4055813,-0.46432126,-0.1318689,0.012195054,839.304,840.9158,830.0366,906.1905,811.0989,100,0,-0.123596191,0.190429688,0.967346191,0.179443359,2.295379639,1.577606201,1,1,1,1,1,44.78
54:35.3,1.4924121,1.24025,1.0534186,1.4468203,0.7017673,0.29904303,0.010300103,1.1025149,0.77269197,0.5412204,0.37004152,1.0318388,0.34055355,0.18356135,0.002940334,0.6739848,-0.45553994,-0.4577883,-0.14764538,0.04220134,845.7509,850.18317,839.707,911.4286,886.04395,100,0,-0.120056152,0.185668945,0.96307373,0.575714111,2.527160645,2.930908203,1,1,1,1,1,44.78
54:35.8,1.6208429,0.94163764,1.0806519,1.2050892,0.8433236,0.28324935,0.111181304,0.93382674,0.6502162,0.5723303,0.26595655,0.79330164,0.3940492,0.15112728,-0.064221345,0.7058307,-0.41432184,-0.48722523,-0.11141719,-0.060154088,856.63007,844.94507,845.34796,890.07324,809.89014,92.00001,0,-0.114318848,0.188415527,0.965332031,0.336456299,1.682281494,1.517791748,1,1,1,1,1,44.78
54:36.3,1.5382452,0.9069056,1.0957137,1.1555717,0.7111333,0.3019806,0.18615338,0.92014045,0.9470079,0.5967826,0.22587357,0.98415035,0.43179888,0.0946599,-0.001261467,0.60064316,-0.3657671,-0.5799799,-0.16925324,-6.96e-05,861.8681,850.18317,834.0659,885.64105,792.1612,88.000015,0,-0.114013672,0.1875,0.967468262,0.448608398,1.84677124,2.063598633,1,1,1,1,1,44.78
54:36.8,1.4559195,0.86216736,1.2212371,1.1918684,0.6864234,0.27804676,0.30302426,1.0157315,1.0494052,0.5291777,0.2866791,1.0363845,0.34601212,0.13790733,0.14248917,0.46661237,-0.28962764,-0.4871448,-0.16235515,-0.059261933,861.8681,854.21246,844.94507,884.83514,869.5238,98,0,-0.115539551,0.191345215,0.965454102,0.672912598,3.102874756,2.572021484,1,1,1,1,1,44.78
