Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38
37:02.1,1.209743,0.6493138,1.3356785,1.3663406,0.44664702,0.1049144,0.5550719,0.95547193,1.1212227,0.33126718,0.34164318,1.0332778,0.61852866,0.19845088,0.09769521,0.60566753,0.48030245,0.12406461,0.036210213,0.39806792,834.0659,838.0952,851.79486,732.52747,680.9524,0.251159668,0.092590332,0.956298828,1.315917969,-0.306549072,1.89163208,1,1,1,1,1,97.59
37:02.6,1.049853,0.57992226,1.2501341,1.0394436,0.31926286,-0.060448814,0.44981095,0.7015437,1.0869839,0.27749035,0.3362378,0.88949066,0.6033874,0.13223366,0.019527607,0.5851124,0.40330422,0.005989354,-0.12800866,0.40938511,843.3333,843.73627,849.3773,812.71063,894.10254,0.237304688,0.09777832,0.960571289,0.628051758,3.110351563,2.549591064,1,1,1,1,1,97.59
37:03.1,0.83521634,0.52535,1.1765264,0.8662097,0.16426083,-0.08925108,0.353126,0.33996272,0.99808985,0.29530746,0.39089307,0.67384183,0.4364297,0.08843416,-0.04162929,0.48231465,0.31398547,0.000264,-0.24472,0.2567367,875.9707,848.97437,849.3773,814.3223,826.8132,0.241882324,0.114135742,0.957275391,3.028106689,1.876678467,3.372039795,1,1,1,1,1,97.59
37:03.6,0.57720524,0.31318787,0.55692255,0.91579777,-0.03214691,-0.14129469,-0.1948249,0.2842916,0.98591834,0.35352704,0.3013208,0.6355138,0.35115522,-0.041600235,-0.1674592,0.4252675,0.18833794,-0.065180704,-0.34145388,0.2103146,863.47986,859.45056,871.9414,799.011,865.4945,0.269042969,0.108703613,0.937683105,-2.018737793,1.644897461,0.777587891,1,1,1,1,1,97.59
37:04.1,0.7257589,0.25207403,0.4359523,1.0715619,-0.10709261,-0.11070426,-0.17815045,0.26560333,0.9899111,0.3616371,0.21090809,0.7781659,0.30974892,-0.1313398,-0.18042174,0.36907092,0.13875562,-0.124863185,-0.43462744,0.21551108,855.42126,859.85345,867.9121,945.6777,1008.1319,0.288574219,0.096923828,0.946289063,-0.964508057,2.317810059,3.663635254,1,1,1,1,1,97.59
37:04.6,0.85224557,0.28780794,0.6455908,1.1275202,0.06367469,-0.02683987,0.12706888,0.5381144,1.003685,0.3605266,0.3697384,0.8599346,0.37152642,-0.17187689,-0.15061837,0.42774293,0.15589255,-0.30194592,-0.43804112,0.2660555,855.42126,853.8095,849.3773,767.1795,757.50916,0.296447754,0.093933105,0.93963623,-0.142059326,3.110351563,1.502838135,1,1,1,1,1,97.59
37:05.1,0.98943883,0.5898044,0.73661417,1.1657808,0.37372953,0.20277418,0.43467742,0.74246156,0.9246758,0.29200986,0.6517314,0.963785,0.33810952,-0.20697835,-0.16472538,0.45793062,0.07143225,-0.5221777,-0.494337,0.22393782,845.34796,852.6007,871.53845,737.76556,787.326,0.352722168,0.104309082,0.923278809,1.786956787,1.338348389,2.444915771,1,1,1,1,1,97.59
37:05.7,1.0228028,0.6148268,0.6625683,1.115448,0.54648685,0.22859272,0.46232554,0.7916003,0.85677874,0.24523208,0.65427995,0.963785,0.22136807,-0.21302873,-0.14636654,0.5317546,0.079802915,-0.54140174,-0.5854294,0.12564413,835.2747,844.1392,865.09155,827.619,750.65936,0.360900879,0.123657227,0.926391602,2.98324585,4.994506836,2.332763672,1,1,1,1,1,97.59
37:06.2,0.96103096,0.6193724,0.6788727,1.1059575,0.5242559,0.14689794,0.36528158,0.72002995,0.8207675,0.22887982,0.65427995,0.78543675,0.115280405,-0.23548254,-0.24886432,0.52140766,0.004160598,-0.4765868,-0.57910275,0.12415067,831.6484,842.52747,857.4359,829.2308,817.1429,0.343017578,0.11138916,0.930664063,0.127105713,2.661743164,2.594451904,1,1,1,1,1,97.59
37:06.7,0.6864273,0.48391986,0.6737306,0.8598759,0.3548858,-0.13401437,-0.007090535,0.49392548,0.9416516,-0.35645777,0.19883503,0.8545758,0.10098401,-0.2291914,-0.3930598,0.4361873,-0.026496703,-0.38037047,-0.5701808,0.17106521,830.4396,855.0183,848.5714,711.978,643.0769,0.340270996,0.117370605,0.924255371,1.293487549,2.818756104,2.96081543,1,1,1,1,1,97.59
37:07.2,0.34749523,0.36069143,0.6578191,0.88818234,0.09362861,-0.30573544,-0.2235402,0.35776842,1.2368758,0.12666842,0.04380882,0.9349931,0.18506058,-0.27658957,-0.4002471,0.43847406,-0.1306632,-0.3911214,-0.5547226,0.19279113,835.2747,854.21246,851.39197,882.8205,971.4652,0.335510254,0.115600586,0.931396484,0.86730957,3.843078613,1.9140625,1,1,1,1,1,97.59
37:07.7,0.7974647,0.4469358,0.662014,1.3219002,0.82336164,0.06386297,0.22260581,0.4904313,1.3421797,0.32545334,0.35557142,1.3083814,0.41558143,-0.20960976,-0.22696759,0.5630442,-0.06258934,-0.31323802,-0.54525614,0.28054464,842.52747,856.2271,849.3773,873.95605,852.6007,0.33001709,0.116271973,0.934082031,0.740203857,2.392578125,3.065490723,1,1,1,1,1,97.59
37:08.2,0.80679107,0.50576115,0.658382,1.3473048,0.88326097,0.20364323,0.33393916,0.5513042,1.3424029,0.32545334,0.36142406,1.3089683,0.44831815,-0.24693894,-0.15197879,0.61985856,-0.0810323,-0.3490729,-0.5605497,0.23022203,849.7802,854.21246,849.7802,880.80585,986.3736,0.338500977,0.115844727,0.928283691,0.657958984,1.443023682,2.856140137,1,1,1,1,1,97.59
37:08.7,0.86103773,0.65168566,0.71138847,1.2748646,0.88435996,0.3671812,0.45596704,0.52879786,1.3165884,0.35417047,0.37166595,1.3089683,0.4645771,-0.027621925,-0.10514148,0.57065153,0.17871287,-0.11591163,-0.45670396,0.39895368,842.1245,848.97437,847.76556,914.65204,924.7253,0.336486816,0.125488281,0.92565918,1.532745361,2.093505859,2.84866333,1,1,1,1,1,97.59
37:09.2,0.93230355,0.700643,0.57140166,0.91007733,0.5826946,0.35347897,0.3519628,0.43220267,0.82825446,0.20840353,0.2167849,0.9613277,0.37954348,0.012101118,0.000921,0.51936424,0.31010467,-0.086442,-0.4841731,0.4109767,826.8132,852.6007,844.94507,726.4835,685.38464,0.337646484,0.124511719,0.928466797,0.082244873,2.310333252,1.764526367,1,1,1,1,1,97.59
37:09.8,1.1220852,0.5934014,0.35042492,0.747399,0.4670731,0.1553262,0.18045542,0.43301132,0.78253305,0.12800926,0.1948568,0.83989066,0.4032133,0.019731553,-0.024297714,0.44688594,0.36461076,-0.11253215,-0.51370245,0.42893538,847.3626,853.4066,843.73627,745.82416,684.9817,0.334106445,0.120910645,0.928222656,0.628051758,2.73651123,2.287902832,1,1,1,1,1,97.59
37:10.3,1.1649437,0.58534855,0.5921582,0.8737783,0.51479024,0.14983985,0.31697643,0.37927634,0.803091,0.0990257,0.2151087,0.83453727,0.45807987,-0.14233509,-0.09832513,0.40871668,0.29744694,-0.3707609,-0.6704132,0.28742665,837.28937,857.03296,853.00366,808.68134,856.63007,0.333557129,0.118774414,0.928161621,1.016845703,2.415008545,3.85055542,1,1,1,1,1,97.58
37:10.8,1.1603334,0.4972402,0.9413931,1.0738491,0.52736396,0.115559675,0.32060146,0.5679366,0.6946946,-0.038801756,0.1710127,0.7238713,0.48237517,-0.27850556,-0.32251775,0.41008246,0.25779107,-0.4725692,-0.5906557,0.2212679,853.00366,853.4066,851.39197,931.1722,1023.44324,0.332824707,0.12701416,0.928771973,0.942077637,1.218719482,2.766418457,1,1,1,1,1,97.58
